st_case,veh_no,per_no,race,multrace
510012,2,2,Not a Fatality (not Applicable),No
510013,1,1,White,No
510013,2,1,Not a Fatality (not Applicable),No
510014,1,1,Not a Fatality (not Applicable),No
510014,2,1,White,No
510015,1,1,White,No
510016,1,1,White,No
510016,2,1,Not a Fatality (not Applicable),No
510016,2,2,Not a Fatality (not Applicable),No
510017,1,1,Not a Fatality (not Applicable),No
510017,1,2,Not a Fatality (not Applicable),No
510017,2,1,White,No
510017,2,2,White,No
510017,3,1,Not a Fatality (not Applicable),No
510017,4,1,Not a Fatality (not Applicable),No
510018,1,1,White,Yes
510018,1,1,Black or African American,Yes
510019,1,1,White,No
510020,1,1,White,No
510021,1,1,Not a Fatality (not Applicable),No
510021,1,2,Not a Fatality (not Applicable),No
510021,1,3,Not a Fatality (not Applicable),No
510021,2,1,White,No
510022,1,1,White,No
510022,2,1,Not a Fatality (not Applicable),No
510023,1,1,Not a Fatality (not Applicable),No
510023,2,1,Not a Fatality (not Applicable),No
510023,2,2,White,No
510024,1,1,Black or African American,No
510024,2,1,Not a Fatality (not Applicable),No
510025,1,1,Black or African American,No
510025,2,1,Not a Fatality (not Applicable),No
510025,2,2,Not a Fatality (not Applicable),No
510026,1,1,Unknown,No
510026,2,1,Not a Fatality (not Applicable),No
510027,1,1,Not a Fatality (not Applicable),No
510027,2,1,White,No
510028,1,1,White,No
510029,1,1,Black or African American,No
510030,1,1,White,No
510030,2,1,Not a Fatality (not Applicable),No
510032,1,1,Asian Indian,No
510032,2,1,Not a Fatality (not Applicable),No
510032,2,2,Not a Fatality (not Applicable),No
510033,1,1,White,No
510033,1,2,Not a Fatality (not Applicable),No
510034,1,1,Not a Fatality (not Applicable),No
510034,2,1,White,No
510035,1,1,White,No
510035,1,2,Not a Fatality (not Applicable),No
510036,1,1,Not a Fatality (not Applicable),No
510036,2,1,Not a Fatality (not Applicable),No
510036,2,2,Not a Fatality (not Applicable),No
510036,2,3,White,No
510036,2,4,White,No
510036,3,1,Not a Fatality (not Applicable),No
510036,3,2,Not a Fatality (not Applicable),No
510037,1,1,White,No
510037,2,1,Not a Fatality (not Applicable),No
510038,1,1,White,No
510038,1,2,White,No
510038,1,3,Not a Fatality (not Applicable),No
510039,1,1,Unknown,No
510040,1,1,White,No
510041,1,1,White,No
510042,1,1,Black or African American,No
510042,2,1,White,No
510043,1,1,Japanese,No
510044,1,1,Not a Fatality (not Applicable),No
510044,1,2,White,No
510044,1,3,Not a Fatality (not Applicable),No
510045,1,1,Black or African American,No
510045,1,2,Not a Fatality (not Applicable),No
510045,2,1,Not a Fatality (not Applicable),No
510046,1,1,Black or African American,No
510047,0,1,Black or African American,No
510047,1,1,Not a Fatality (not Applicable),No
510048,1,1,Black or African American,No
510049,1,1,Black or African American,No
510050,1,1,White,No
510051,1,1,White,No
510051,2,1,Not a Fatality (not Applicable),No
510051,2,2,Not a Fatality (not Applicable),No
510052,1,1,White,No
510053,0,1,White,No
510053,0,2,White,No
510053,1,1,Not a Fatality (not Applicable),No
510054,0,1,Black or African American,No
510054,1,1,Not a Fatality (not Applicable),No
510055,0,1,Unknown,No
510055,1,1,Not a Fatality (not Applicable),No
510056,0,1,Black or African American,No
510056,1,1,Not a Fatality (not Applicable),No
510056,1,2,Not a Fatality (not Applicable),No
510056,2,1,Not a Fatality (not Applicable),No
510056,3,1,Not a Fatality (not Applicable),No
510056,4,1,Not a Fatality (not Applicable),No
510057,0,1,White,No
510057,1,1,Not a Fatality (not Applicable),No
510057,1,2,Not a Fatality (not Applicable),No
510058,1,1,Not a Fatality (not Applicable),No
510058,2,1,Not a Fatality (not Applicable),No
510058,3,1,Unknown,No
510058,3,2,Not a Fatality (not Applicable),No
510058,4,1,Not a Fatality (not Applicable),No
510059,0,1,White,No
510059,1,1,Not a Fatality (not Applicable),No
510059,1,2,Not a Fatality (not Applicable),No
510060,0,1,White,No
510060,1,1,Not a Fatality (not Applicable),No
510061,0,1,White,No
510061,1,1,Not a Fatality (not Applicable),No
510062,0,1,Other Asian or Pacific Islander,No
510062,1,1,Not a Fatality (not Applicable),No
510063,0,1,White,No
510063,1,1,Not a Fatality (not Applicable),No
510064,1,1,White,No
510065,1,1,Black or African American,No
510067,1,1,Not a Fatality (not Applicable),No
510067,1,2,White,No
510067,2,1,Not a Fatality (not Applicable),No
510068,1,1,White,No
510070,1,1,Black or African American,No
510071,1,1,White,No
510073,1,1,White,No
510073,2,1,Not a Fatality (not Applicable),No
510073,3,1,Not a Fatality (not Applicable),No
510074,1,1,Unknown,No
510074,1,2,Unknown,No
510075,0,1,Black or African American,No
510075,1,1,Not a Fatality (not Applicable),No
510075,2,1,Not a Fatality (not Applicable),No
510077,0,1,White,No
510077,1,1,Not a Fatality (not Applicable),No
510078,0,1,Black or African American,No
510078,1,1,Not a Fatality (not Applicable),No
510079,1,1,Not a Fatality (not Applicable),No
510079,1,2,Not a Fatality (not Applicable),No
510079,1,3,Black or African American,No
510080,1,1,Not a Fatality (not Applicable),No
510080,1,2,Not a Fatality (not Applicable),No
510080,2,1,White,No
510082,1,1,Not a Fatality (not Applicable),No
510082,1,2,White,No
510083,1,1,Black or African American,No
510083,2,1,Not a Fatality (not Applicable),No
510083,3,1,Not a Fatality (not Applicable),No
510084,1,1,Unknown,No
510085,1,1,Black or African American,No
510085,2,1,Not a Fatality (not Applicable),No
510086,1,1,White,No
510087,1,1,White,No
510088,1,1,White,No
510089,1,1,White,No
510089,2,1,Not a Fatality (not Applicable),No
510090,0,1,White,No
510090,1,1,Not a Fatality (not Applicable),No
510091,1,1,White,No
510091,2,1,Not a Fatality (not Applicable),No
510092,0,1,White,No
510092,1,1,Not a Fatality (not Applicable),No
510092,1,2,Not a Fatality (not Applicable),No
510093,1,1,White,No
510093,2,1,Not a Fatality (not Applicable),No
510094,1,1,Not a Fatality (not Applicable),No
510094,2,1,Not a Fatality (not Applicable),No
510094,2,2,White,No
510095,1,1,White,No
510095,2,1,Not a Fatality (not Applicable),No
510095,3,1,Not a Fatality (not Applicable),No
510096,1,1,Not a Fatality (not Applicable),No
510096,1,2,White,No
510096,1,3,White,No
510096,1,4,White,No
510096,1,5,Not a Fatality (not Applicable),No
510096,1,6,Not a Fatality (not Applicable),No
510096,1,7,Not a Fatality (not Applicable),No
510096,2,1,Not a Fatality (not Applicable),No
510097,1,1,Not a Fatality (not Applicable),No
510097,2,1,White,No
510098,1,1,White,No
510099,1,1,Unknown,No
510099,1,2,Unknown,No
510100,1,1,White,No
510101,0,1,Black or African American,No
510101,1,1,Not a Fatality (not Applicable),No
510102,1,1,Black or African American,No
510102,1,2,Unknown,No
510102,1,3,Not a Fatality (not Applicable),No
510102,2,1,Not a Fatality (not Applicable),No
510103,1,1,Other Race,No
510104,0,1,White,No
510104,1,1,Not a Fatality (not Applicable),No
510105,1,1,White,No
510105,1,2,Not a Fatality (not Applicable),No
510105,2,1,Not a Fatality (not Applicable),No
510106,1,1,Not a Fatality (not Applicable),No
510106,2,1,Not a Fatality (not Applicable),No
510106,2,2,White,No
510106,3,1,Not a Fatality (not Applicable),No
510107,1,1,Not a Fatality (not Applicable),No
510107,2,1,White,No
510108,0,1,White,No
510108,1,1,Not a Fatality (not Applicable),No
510109,1,1,Not a Fatality (not Applicable),No
510109,1,2,Black or African American,No
510110,1,1,White,No
510111,1,1,Not a Fatality (not Applicable),No
510111,1,2,White,No
510111,2,1,Not a Fatality (not Applicable),No
510112,1,1,White,No
510112,2,1,Not a Fatality (not Applicable),No
510113,1,1,Not a Fatality (not Applicable),No
510113,2,1,Not a Fatality (not Applicable),No
510113,3,1,White,No
510113,4,1,Not a Fatality (not Applicable),No
510114,1,1,Not a Fatality (not Applicable),No
510114,2,1,White,No
510115,0,1,Chinese,No
510115,1,1,Not a Fatality (not Applicable),No
510116,1,1,Unknown,No
510117,1,1,White,No
510117,2,1,Not a Fatality (not Applicable),No
510118,1,1,Not a Fatality (not Applicable),No
510118,1,2,White,No
510119,0,1,Unknown,No
510119,1,1,Not a Fatality (not Applicable),No
510120,1,1,White,No
510121,0,1,Black or African American,No
510121,1,1,Not a Fatality (not Applicable),No
510122,1,1,White,No
510122,2,1,Not a Fatality (not Applicable),No
510122,2,2,Not a Fatality (not Applicable),No
510123,1,1,Black or African American,No
510124,0,1,Unknown,No
510124,1,1,Not a Fatality (not Applicable),No
510125,1,1,White,No
510126,1,1,Black or African American,No
510127,1,1,Not a Fatality (not Applicable),No
510127,2,1,White,No
510127,3,1,Not a Fatality (not Applicable),No
510127,4,1,Not a Fatality (not Applicable),No
510127,5,1,Not a Fatality (not Applicable),No
510128,1,1,White,No
510129,1,1,Black or African American,No
510129,2,1,Not a Fatality (not Applicable),No
510130,1,1,Not a Fatality (not Applicable),No
510130,2,1,White,No
510131,1,1,White,No
510132,1,1,White,No
510133,1,1,White,No
510133,2,1,Not a Fatality (not Applicable),No
510134,1,1,White,No
510135,1,1,White,No
510135,2,1,Not a Fatality (not Applicable),No
510136,1,1,White,No
510138,0,1,White,No
510138,1,1,Not a Fatality (not Applicable),No
510139,0,1,Black or African American,No
510139,1,1,Not a Fatality (not Applicable),No
510140,1,1,Unknown,No
510141,1,1,Not a Fatality (not Applicable),No
510141,2,1,White,No
510141,3,1,White,No
510142,1,1,Not a Fatality (not Applicable),No
510142,2,1,White,No
510142,2,2,White,No
510143,1,1,White,No
510144,1,1,Not a Fatality (not Applicable),No
510144,2,1,Unknown,No
510145,1,1,White,No
510146,0,1,Unknown,No
510147,1,1,White,No
510148,1,1,Black or African American,No
510148,2,1,Not a Fatality (not Applicable),No
510149,1,1,Unknown,No
510149,2,1,Not a Fatality (not Applicable),No
510150,1,1,Not a Fatality (not Applicable),No
510150,1,2,Not a Fatality (not Applicable),No
510150,2,1,Not a Fatality (not Applicable),No
510150,2,2,Not a Fatality (not Applicable),No
510150,3,1,Not a Fatality (not Applicable),No
510150,4,1,White,No
510150,5,1,Not a Fatality (not Applicable),No
510150,5,2,Not a Fatality (not Applicable),No
510150,6,1,Not a Fatality (not Applicable),No
510150,6,2,Not a Fatality (not Applicable),No
510150,6,3,Not a Fatality (not Applicable),No
510150,7,1,Not a Fatality (not Applicable),No
510150,8,1,Not a Fatality (not Applicable),No
510150,8,2,Not a Fatality (not Applicable),No
510152,1,1,Not a Fatality (not Applicable),No
510152,1,2,Black or African American,No
510152,2,1,Not a Fatality (not Applicable),No
510153,1,1,White,No
510153,2,1,White,No
510154,1,1,Unknown,No
510154,2,1,Not a Fatality (not Applicable),No
510154,2,2,Not a Fatality (not Applicable),No
510156,0,1,Black or African American,No
510156,1,1,Not a Fatality (not Applicable),No
510157,0,1,Other Race,No
510157,1,1,Not a Fatality (not Applicable),No
510159,0,1,Black or African American,No
510159,1,1,Not a Fatality (not Applicable),No
510159,2,1,Not a Fatality (not Applicable),No
510160,1,1,White,No
510160,1,2,Not a Fatality (not Applicable),No
510160,2,1,Not a Fatality (not Applicable),No
510160,2,2,Not a Fatality (not Applicable),No
510162,0,1,Black or African American,No
510162,1,1,Not a Fatality (not Applicable),No
510163,1,1,White,No
510164,1,1,Black or African American,No
510165,0,1,White,No
510165,0,2,Not a Fatality (not Applicable),No
510165,0,3,Not a Fatality (not Applicable),No
510165,1,1,Not a Fatality (not Applicable),No
510166,1,1,Not a Fatality (not Applicable),No
510166,2,1,White,No
510167,1,1,Not a Fatality (not Applicable),No
510167,2,1,White,No
510167,3,1,Not a Fatality (not Applicable),No
510168,1,1,Not a Fatality (not Applicable),No
510168,2,1,White,No
510169,1,1,Black or African American,No
510170,1,1,Not a Fatality (not Applicable),No
510170,1,2,Not a Fatality (not Applicable),No
510170,1,3,Not a Fatality (not Applicable),No
510170,2,1,Black or African American,No
510170,2,2,Not a Fatality (not Applicable),No
510170,3,1,Not a Fatality (not Applicable),No
510170,3,2,Not a Fatality (not Applicable),No
510170,4,1,Not a Fatality (not Applicable),No
510170,4,2,Not a Fatality (not Applicable),No
510170,5,1,Not a Fatality (not Applicable),No
510170,5,2,Not a Fatality (not Applicable),No
510171,1,1,Not a Fatality (not Applicable),No
510171,1,2,White,No
510172,1,1,White,No
510172,2,1,Not a Fatality (not Applicable),No
510172,3,1,Not a Fatality (not Applicable),No
510172,4,1,Not a Fatality (not Applicable),No
510172,5,1,Not a Fatality (not Applicable),No
510173,1,1,White,No
510174,1,1,Black or African American,No
510175,1,1,Not a Fatality (not Applicable),No
510175,2,1,Other Race,No
510176,1,1,Black or African American,No
510176,1,2,Unknown,No
510177,1,1,White,No
510178,1,1,Not a Fatality (not Applicable),No
510178,2,1,Other Race,No
510178,2,2,Not a Fatality (not Applicable),No
510178,3,1,Not a Fatality (not Applicable),No
510179,1,1,White,No
510180,1,1,Not a Fatality (not Applicable),No
510180,1,2,Not a Fatality (not Applicable),No
510180,1,3,White,No
510181,1,1,Unknown,No
510181,2,1,Not a Fatality (not Applicable),No
510181,2,2,Not a Fatality (not Applicable),No
510182,1,1,White,No
510183,1,1,Not a Fatality (not Applicable),No
510183,1,2,White,No
510183,2,1,Not a Fatality (not Applicable),No
510183,2,2,Not a Fatality (not Applicable),No
510184,1,1,White,No
510184,1,2,Not a Fatality (not Applicable),No
510185,1,1,Black or African American,No
510186,1,1,White,No
510187,1,1,White,No
510187,1,2,White,No
510187,2,1,Not a Fatality (not Applicable),No
510188,0,1,White,No
510188,1,1,Not a Fatality (not Applicable),No
510189,0,1,Other Race,No
510189,1,1,Not a Fatality (not Applicable),No
510190,1,1,White,No
510190,2,1,Not a Fatality (not Applicable),No
510191,1,1,Black or African American,No
510191,1,2,Not a Fatality (not Applicable),No
510192,1,1,Not a Fatality (not Applicable),No
510192,2,1,Black or African American,No
510193,1,1,Black or African American,No
510194,0,1,White,No
510194,1,1,Not a Fatality (not Applicable),No
510195,1,1,Not a Fatality (not Applicable),No
510195,2,1,White,No
510196,1,1,White,No
510196,2,1,Not a Fatality (not Applicable),No
510197,0,1,Black or African American,No
510197,1,1,Not a Fatality (not Applicable),No
510197,2,1,Not a Fatality (not Applicable),No
510197,3,1,Not a Fatality (not Applicable),No
510197,4,1,Not a Fatality (not Applicable),No
510198,1,1,White,No
510199,1,1,Not a Fatality (not Applicable),No
510199,1,2,White,No
510199,2,1,Not a Fatality (not Applicable),No
510199,2,2,Not a Fatality (not Applicable),No
510199,2,3,Not a Fatality (not Applicable),No
510200,1,1,White,No
510200,2,1,Not a Fatality (not Applicable),No
510201,1,1,White,No
510202,1,1,White,No
510203,1,1,White,No
510204,1,1,White,No
510205,1,1,Unknown,No
510205,1,2,Not a Fatality (not Applicable),No
510205,1,3,Not a Fatality (not Applicable),No
510205,1,4,Not a Fatality (not Applicable),No
510206,1,1,White,No
510207,1,1,White,No
510208,1,1,White,No
510208,1,2,Not a Fatality (not Applicable),No
510208,1,3,Not a Fatality (not Applicable),No
510209,1,1,Black or African American,No
510209,2,1,Not a Fatality (not Applicable),No
510209,3,1,Not a Fatality (not Applicable),No
510209,3,2,Not a Fatality (not Applicable),No
510210,1,1,Unknown,No
510211,1,1,Black or African American,No
510213,1,1,Not a Fatality (not Applicable),No
510213,1,2,Not a Fatality (not Applicable),No
510213,1,3,Not a Fatality (not Applicable),No
510213,1,4,Not a Fatality (not Applicable),No
510213,1,5,White,No
510213,2,1,Not a Fatality (not Applicable),No
510214,1,1,Not a Fatality (not Applicable),No
510214,2,1,White,No
510214,3,1,Not a Fatality (not Applicable),No
510215,1,1,Not a Fatality (not Applicable),No
510215,2,1,White,No
510215,2,2,Not a Fatality (not Applicable),No
510216,0,1,Black or African American,No
510216,1,1,Not a Fatality (not Applicable),No
510216,1,2,Not a Fatality (not Applicable),No
510217,1,1,White,No
510218,1,1,Unknown,No
510218,2,1,Not a Fatality (not Applicable),No
510219,1,1,Not a Fatality (not Applicable),No
510219,1,2,White,No
510219,2,1,Not a Fatality (not Applicable),No
510220,1,1,Not a Fatality (not Applicable),No
510220,1,2,White,Yes
510220,1,2,Chinese,Yes
510221,1,1,White,No
510223,1,1,Unknown,No
510223,2,1,Not a Fatality (not Applicable),No
510223,3,1,Not a Fatality (not Applicable),No
510224,1,1,Black or African American,No
510225,0,1,Black or African American,No
510225,1,1,Not a Fatality (not Applicable),No
510225,2,1,Not a Fatality (not Applicable),No
510225,3,1,Not a Fatality (not Applicable),No
510226,1,1,White,No
510227,1,1,White,No
510228,0,1,White,No
510228,1,1,Not a Fatality (not Applicable),No
510229,0,1,White,No
510229,1,1,Not a Fatality (not Applicable),No
510230,1,1,White,No
510230,2,1,Not a Fatality (not Applicable),No
510230,3,1,Not a Fatality (not Applicable),No
510230,4,1,Not a Fatality (not Applicable),No
510231,1,1,Unknown,No
510231,2,1,Not a Fatality (not Applicable),No
510232,0,1,Black or African American,No
510232,1,1,Not a Fatality (not Applicable),No
510232,2,1,Not a Fatality (not Applicable),No
510232,3,1,Not a Fatality (not Applicable),No
510233,1,1,White,No
510233,2,1,Not a Fatality (not Applicable),No
510235,1,1,Not a Fatality (not Applicable),No
510235,2,1,White,No
510235,2,2,Not a Fatality (not Applicable),No
510235,2,3,Not a Fatality (not Applicable),No
510235,3,1,Not a Fatality (not Applicable),No
510236,1,1,White,No
510237,1,1,White,No
510238,1,1,White,No
510239,1,1,White,No
510239,2,1,Not a Fatality (not Applicable),No
510240,0,1,White,No
510240,1,1,Not a Fatality (not Applicable),No
510240,1,2,Not a Fatality (not Applicable),No
510241,1,1,Not a Fatality (not Applicable),No
510241,2,1,White,No
510241,2,2,Not a Fatality (not Applicable),No
510241,2,3,Not a Fatality (not Applicable),No
510242,1,1,White,No
510242,2,1,Not a Fatality (not Applicable),No
510242,2,2,White,No
510243,1,1,Black or African American,No
510243,2,1,Not a Fatality (not Applicable),No
510244,1,1,Not a Fatality (not Applicable),No
510244,1,2,Not a Fatality (not Applicable),No
510244,2,1,White,No
510244,3,1,Not a Fatality (not Applicable),No
510245,1,1,Not a Fatality (not Applicable),No
510245,1,2,White,No
510246,0,1,White,No
510246,1,1,Not a Fatality (not Applicable),No
510247,1,1,White,No
510248,0,1,Black or African American,No
510248,1,1,Not a Fatality (not Applicable),No
510249,1,1,White,No
510249,2,1,Not a Fatality (not Applicable),No
510250,1,1,Not a Fatality (not Applicable),No
510250,2,1,White,No
510251,0,1,Black or African American,No
510251,1,1,Not a Fatality (not Applicable),No
510252,0,1,White,No
510252,1,1,Not a Fatality (not Applicable),No
510253,1,1,White,No
510254,0,1,White,No
510254,1,1,Not a Fatality (not Applicable),No
510255,1,1,White,No
510256,1,1,Not a Fatality (not Applicable),No
510256,2,1,White,No
510257,1,1,Black or African American,No
510257,1,2,Not a Fatality (not Applicable),No
510257,1,3,Not a Fatality (not Applicable),No
510258,1,1,White,No
510258,1,2,Not a Fatality (not Applicable),No
510259,1,1,Unknown,No
510259,2,1,Not a Fatality (not Applicable),No
510260,1,1,White,No
510260,2,1,Not a Fatality (not Applicable),No
510261,1,1,Black or African American,No
510261,2,1,Not a Fatality (not Applicable),No
510262,1,1,Other Race,No
510262,2,1,Not a Fatality (not Applicable),No
510263,1,1,White,No
510264,1,1,White,No
510265,1,1,Unknown,No
510265,1,2,Not a Fatality (not Applicable),No
510266,0,1,White,No
510266,1,1,Not a Fatality (not Applicable),No
510267,0,1,Asian Indian,No
510267,1,1,Not a Fatality (not Applicable),No
510268,1,1,Unknown,No
510269,1,1,White,No
510270,1,1,White,No
510271,1,1,Black or African American,No
510272,1,1,Unknown,No
510272,2,1,Not a Fatality (not Applicable),No
510273,1,1,Not a Fatality (not Applicable),No
510273,2,1,White,No
510274,1,1,White,No
510274,1,2,Not a Fatality (not Applicable),No
510274,2,1,Not a Fatality (not Applicable),No
510275,1,1,White,No
510275,2,1,Not a Fatality (not Applicable),No
510276,1,1,White,No
510277,1,1,Not a Fatality (not Applicable),No
510277,2,1,White,No
510278,1,1,White,No
510278,2,1,Not a Fatality (not Applicable),No
510278,2,2,Not a Fatality (not Applicable),No
510278,2,3,Not a Fatality (not Applicable),No
510278,2,4,Not a Fatality (not Applicable),No
510279,1,1,Not a Fatality (not Applicable),No
510279,1,2,Black or African American,No
510280,1,1,Unknown,No
510280,2,1,Not a Fatality (not Applicable),No
510281,1,1,Not a Fatality (not Applicable),No
510281,2,1,White,No
510282,1,1,White,No
510283,1,1,White,No
510284,1,1,White,No
510284,2,1,Not a Fatality (not Applicable),No
510285,1,1,White,No
510285,2,1,Not a Fatality (not Applicable),No
510286,1,1,Not a Fatality (not Applicable),No
510286,2,1,White,No
510287,1,1,Not a Fatality (not Applicable),No
510287,1,2,White,No
510287,2,1,Not a Fatality (not Applicable),No
510287,3,1,Not a Fatality (not Applicable),No
510288,1,1,White,No
510288,2,1,White,No
510288,2,2,Not a Fatality (not Applicable),No
510289,0,1,Black or African American,No
510289,1,1,Not a Fatality (not Applicable),No
510289,2,1,Not a Fatality (not Applicable),No
510290,1,1,Not a Fatality (not Applicable),No
510290,2,1,Not a Fatality (not Applicable),No
510290,2,2,Not a Fatality (not Applicable),No
510290,2,3,Black or African American,No
510290,2,4,Not a Fatality (not Applicable),No
510291,1,1,Black or African American,No
510292,1,1,White,No
510293,1,1,White,No
510293,2,1,Not a Fatality (not Applicable),No
510293,2,2,Not a Fatality (not Applicable),No
510293,3,1,Not a Fatality (not Applicable),No
510294,1,1,White,No
510295,1,1,Black or African American,No
510295,2,1,Not a Fatality (not Applicable),No
510296,1,1,Not a Fatality (not Applicable),No
510296,1,2,Black or African American,No
510296,2,1,Not a Fatality (not Applicable),No
510296,2,2,Not a Fatality (not Applicable),No
510296,2,3,Not a Fatality (not Applicable),No
510296,2,4,Not a Fatality (not Applicable),No
510296,2,5,Not a Fatality (not Applicable),No
510297,0,1,White,No
510297,1,1,Not a Fatality (not Applicable),No
510298,1,1,White,No
510299,1,1,Black or African American,No
510299,2,1,Not a Fatality (not Applicable),No
510300,1,1,White,No
510300,1,2,Not a Fatality (not Applicable),No
510300,1,3,Not a Fatality (not Applicable),No
510300,1,4,Not a Fatality (not Applicable),No
510301,1,1,Black or African American,No
510302,0,1,Unknown,No
510302,1,1,Not a Fatality (not Applicable),No
510303,0,1,White,No
510303,0,2,Not a Fatality (not Applicable),No
510303,0,3,Not a Fatality (not Applicable),No
510303,0,4,Not a Fatality (not Applicable),No
510303,1,1,Not a Fatality (not Applicable),No
510303,1,2,Not a Fatality (not Applicable),No
510304,1,1,Not a Fatality (not Applicable),No
510304,1,2,White,No
510304,2,1,Not a Fatality (not Applicable),No
510305,1,1,Other Race,No
510306,1,1,Not a Fatality (not Applicable),No
510306,1,2,Unknown,No
510307,1,1,Black or African American,No
510307,2,1,Not a Fatality (not Applicable),No
510308,0,1,Not a Fatality (not Applicable),No
510308,0,2,White,No
510308,2,1,Not a Fatality (not Applicable),No
510309,0,1,White,No
510309,1,1,Not a Fatality (not Applicable),No
510310,1,1,Not a Fatality (not Applicable),No
510310,1,2,Not a Fatality (not Applicable),No
510310,1,3,Unknown,No
510311,1,1,Not a Fatality (not Applicable),No
510311,1,2,Not a Fatality (not Applicable),No
510311,2,1,White,Yes
510311,2,1,Black or African American,Yes
510311,2,2,Black or African American,No
510312,1,1,Not a Fatality (not Applicable),No
510312,1,2,Not a Fatality (not Applicable),No
510312,1,3,Other Race,No
510312,1,4,Not a Fatality (not Applicable),No
510313,1,1,White,No
510313,2,1,Not a Fatality (not Applicable),No
510314,1,1,White,No
510315,1,1,Black or African American,No
510315,2,1,Not a Fatality (not Applicable),No
510316,0,1,Black or African American,No
510316,1,1,Not a Fatality (not Applicable),No
510317,1,1,Black or African American,No
510318,1,1,White,No
510319,1,1,Unknown,No
510319,2,1,Not a Fatality (not Applicable),No
510320,0,1,White,No
510320,1,1,Not a Fatality (not Applicable),No
510321,1,1,Not a Fatality (not Applicable),No
510321,2,1,White,No
510322,0,1,White,No
510322,1,1,Not a Fatality (not Applicable),No
510323,1,1,White,No
510324,1,1,White,No
510325,1,1,White,No
510326,0,1,Black or African American,No
510326,1,1,Not a Fatality (not Applicable),No
510327,0,1,Black or African American,No
510327,1,1,Not a Fatality (not Applicable),No
510328,1,1,Not a Fatality (not Applicable),No
510328,2,1,Not a Fatality (not Applicable),No
510328,2,2,White,No
510328,2,3,Not a Fatality (not Applicable),No
510328,2,4,Not a Fatality (not Applicable),No
510329,1,1,White,No
510329,2,1,Not a Fatality (not Applicable),No
510330,1,1,White,No
510331,1,1,White,No
510331,1,2,Not a Fatality (not Applicable),No
510331,2,1,Not a Fatality (not Applicable),No
510331,2,2,Not a Fatality (not Applicable),No
510332,1,1,Black or African American,No
510333,1,1,White,No
510333,1,2,Not a Fatality (not Applicable),No
510334,1,1,White,No
510336,0,1,White,No
510336,1,1,Not a Fatality (not Applicable),No
510337,1,1,Not a Fatality (not Applicable),No
510337,1,2,Not a Fatality (not Applicable),No
510337,1,3,White,No
510339,1,1,Unknown,No
510340,1,1,Not a Fatality (not Applicable),No
510340,1,2,Black or African American,No
510341,1,1,White,No
510341,1,2,White,No
510341,2,1,White,No
510342,0,1,Chinese,Yes
510342,0,1,Korean,Yes
510342,0,2,White,No
510342,0,3,Not a Fatality (not Applicable),No
510342,1,1,Not a Fatality (not Applicable),No
510342,1,2,Not a Fatality (not Applicable),No
510342,1,3,Not a Fatality (not Applicable),No
510342,1,4,Not a Fatality (not Applicable),No
510342,2,1,Not a Fatality (not Applicable),No
510343,1,1,Not a Fatality (not Applicable),No
510343,1,2,Black or African American,No
510343,1,3,Not a Fatality (not Applicable),No
510343,1,4,Not a Fatality (not Applicable),No
510344,1,1,Black or African American,No
510345,1,1,White,Yes
510345,1,1,Black or African American,Yes
510345,2,1,Not a Fatality (not Applicable),No
510346,1,1,White,No
510346,2,1,Not a Fatality (not Applicable),No
510347,0,1,White,No
510347,1,1,Not a Fatality (not Applicable),No
510348,1,1,Not a Fatality (not Applicable),No
510348,1,2,Black or African American,No
510348,1,3,Not a Fatality (not Applicable),No
510349,1,1,Not a Fatality (not Applicable),No
510349,2,1,White,No
510349,2,2,Not a Fatality (not Applicable),No
510350,1,1,Unknown,No
510350,1,2,White,No
510351,1,1,White,No
510352,1,1,Not a Fatality (not Applicable),No
510352,1,2,White,No
510352,1,3,Not a Fatality (not Applicable),No
510352,1,4,Not a Fatality (not Applicable),No
510353,0,1,White,No
510353,1,1,Not a Fatality (not Applicable),No
510354,1,1,Not a Fatality (not Applicable),No
510354,1,2,White,No
510355,0,1,Black or African American,No
510355,1,1,Not a Fatality (not Applicable),No
510356,1,1,White,No
510357,1,1,White,No
510358,1,1,Other Race,No
510359,0,1,Unknown,No
510359,1,1,Not a Fatality (not Applicable),No
510360,1,1,Not a Fatality (not Applicable),No
510360,2,1,White,No
510361,0,1,Black or African American,No
510361,1,1,Not a Fatality (not Applicable),No
510362,1,1,White,No
510363,1,1,Black or African American,No
510363,2,1,Not a Fatality (not Applicable),No
510364,1,1,White,No
510365,1,1,White,No
510366,1,1,White,No
510367,1,1,White,No
510367,2,1,Not a Fatality (not Applicable),No
510368,1,1,White,No
510369,1,1,Not a Fatality (not Applicable),No
510369,1,2,Black or African American,No
510369,2,1,Not a Fatality (not Applicable),No
510370,1,1,White,No
510370,1,2,Not a Fatality (not Applicable),No
510371,1,1,Black or African American,No
510372,1,1,White,No
510373,0,1,Other Race,No
510373,1,1,Not a Fatality (not Applicable),No
510374,1,1,White,No
510374,2,1,Not a Fatality (not Applicable),No
510375,1,1,White,No
510376,1,1,Unknown,No
510377,0,1,Other Race,No
510377,1,1,Not a Fatality (not Applicable),No
510378,0,1,White,No
510378,1,1,Not a Fatality (not Applicable),No
510379,1,1,Black or African American,No
510380,1,1,White,No
510381,1,1,White,No
510382,1,1,White,No
510383,1,1,Other Race,No
510384,1,1,White,No
510385,1,1,White,No
510385,2,1,Not a Fatality (not Applicable),No
