st_case,veh_no,drimpair
481461,1,Not Reported
481461,2,Not Reported
481463,1,"Under the Influence of Alcohol, Drugs or Medication"
481464,1,Not Reported
481465,1,"Under the Influence of Alcohol, Drugs or Medication"
481465,2,Not Reported
481466,1,Not Reported
481467,1,Not Reported
481467,2,Not Reported
481468,1,"Under the Influence of Alcohol, Drugs or Medication"
481468,2,Not Reported
481469,1,Not Reported
481469,2,"Under the Influence of Alcohol, Drugs or Medication"
481470,1,Asleep or Fatigued
481470,2,Not Reported
481471,1,Not Reported
481472,1,"Under the Influence of Alcohol, Drugs or Medication"
481473,1,"Under the Influence of Alcohol, Drugs or Medication"
481474,1,Not Reported
481475,1,"Under the Influence of Alcohol, Drugs or Medication"
481476,1,Not Reported
481476,2,Not Reported
481477,1,"Under the Influence of Alcohol, Drugs or Medication"
481477,2,Not Reported
481478,1,Not Reported
481478,2,Not Reported
481479,1,Not Reported
481480,1,Not Reported
481480,2,Not Reported
481481,1,Not Reported
481481,2,Not Reported
481482,1,Not Reported
481483,1,Not Reported
481484,1,Not Reported
481485,1,Not Reported
481486,1,Not Reported
481486,2,Not Reported
481487,1,Not Reported
481488,1,Not Reported
481490,1,"Under the Influence of Alcohol, Drugs or Medication"
481490,2,Not Reported
481491,1,Not Reported
481491,2,Not Reported
481491,3,Not Reported
481491,4,Not Reported
481491,5,Not Reported
481492,1,Not Reported
481492,2,Not Reported
481493,1,Not Reported
481494,1,Not Reported
481494,2,Not Reported
481495,1,Not Reported
481496,1,Not Reported
481496,2,Not Reported
481497,1,Not Reported
481498,1,Not Reported
481498,2,Not Reported
481499,1,"Under the Influence of Alcohol, Drugs or Medication"
481499,2,Not Reported
481500,1,Not Reported
481501,1,"Under the Influence of Alcohol, Drugs or Medication"
481501,2,Not Reported
481502,1,Asleep or Fatigued
481503,1,"Under the Influence of Alcohol, Drugs or Medication"
481504,1,"Under the Influence of Alcohol, Drugs or Medication"
481504,2,Not Reported
481505,1,Not Reported
481506,1,Not Reported
481506,2,"Under the Influence of Alcohol, Drugs or Medication"
481507,1,"Under the Influence of Alcohol, Drugs or Medication"
481508,1,Not Reported
481509,1,"Under the Influence of Alcohol, Drugs or Medication"
481510,1,"Under the Influence of Alcohol, Drugs or Medication"
481510,2,Not Reported
481511,1,Not Reported
481511,2,"Under the Influence of Alcohol, Drugs or Medication"
481512,1,"Under the Influence of Alcohol, Drugs or Medication"
481513,1,Not Reported
481513,2,Not Reported
481514,1,Not Reported
481514,2,Not Reported
481515,1,Not Reported
481516,1,Not Reported
481516,2,Not Reported
481517,1,"Under the Influence of Alcohol, Drugs or Medication"
481517,2,Not Reported
481518,1,Not Reported
481518,2,Not Reported
481518,3,Not Reported
481519,1,Not Reported
481519,2,Not Reported
481520,1,"Under the Influence of Alcohol, Drugs or Medication"
481520,2,Not Reported
481521,1,Not Reported
481521,2,Not Reported
481522,1,"Under the Influence of Alcohol, Drugs or Medication"
481522,2,Not Reported
481523,1,Not Reported
481524,1,Not Reported
481525,1,"Under the Influence of Alcohol, Drugs or Medication"
481526,1,Not Reported
481526,2,Not Reported
481527,1,Not Reported
481528,1,Not Reported
481529,1,Not Reported
481530,1,Not Reported
481530,2,Not Reported
481531,1,Not Reported
481531,2,Not Reported
481532,1,Not Reported
481532,2,Not Reported
481533,1,"Under the Influence of Alcohol, Drugs or Medication"
481533,2,Not Reported
481534,1,"Under the Influence of Alcohol, Drugs or Medication"
481534,2,Not Reported
481535,1,"Ill, Blackout"
481535,2,Not Reported
481536,1,Not Reported
481536,2,Not Reported
481537,1,"Under the Influence of Alcohol, Drugs or Medication"
481538,1,Not Reported
481539,1,Not Reported
481539,2,Not Reported
481540,1,Not Reported
481540,2,Not Reported
481541,1,Not Reported
481542,1,Not Reported
481542,2,Asleep or Fatigued
481543,1,Not Reported
481543,2,Not Reported
481544,1,"Under the Influence of Alcohol, Drugs or Medication"
481544,2,Not Reported
481545,1,Not Reported
481545,2,Not Reported
481546,1,Not Reported
481546,2,Not Reported
481547,1,Not Reported
481548,1,"Under the Influence of Alcohol, Drugs or Medication"
481548,2,Not Reported
481549,1,Not Reported
481550,1,Not Reported
481550,2,Not Reported
481550,3,Not Reported
481550,4,Not Reported
481551,1,"Under the Influence of Alcohol, Drugs or Medication"
481552,1,Not Reported
481553,1,Not Reported
481554,1,Not Reported
481555,1,Not Reported
481556,1,"Under the Influence of Alcohol, Drugs or Medication"
481556,2,Not Reported
481557,1,Not Reported
481557,2,Not Reported
481558,1,Not Reported
481558,2,Not Reported
481559,1,Not Reported
481560,1,Not Reported
481561,1,Not Reported
481561,2,Not Reported
481562,1,Not Reported
481563,1,Not Reported
481563,2,Not Reported
481564,1,Not Reported
481564,2,Not Reported
481565,1,Not Reported
481566,1,Asleep or Fatigued
481566,2,Not Reported
481566,3,Not Reported
481567,1,"Under the Influence of Alcohol, Drugs or Medication"
481567,2,Not Reported
481568,1,Not Reported
481568,2,Not Reported
481568,3,Not Reported
481568,4,Not Reported
481568,5,Not Reported
481569,1,"Under the Influence of Alcohol, Drugs or Medication"
481570,1,Not Reported
481570,2,Not Reported
481571,1,"Under the Influence of Alcohol, Drugs or Medication"
481571,2,Not Reported
481573,1,Not Reported
481574,1,Not Reported
481574,2,Not Reported
481575,1,"Under the Influence of Alcohol, Drugs or Medication"
481576,1,Not Reported
481577,1,Not Reported
481578,1,Asleep or Fatigued
481579,1,Not Reported
481580,1,Not Reported
481580,2,Not Reported
481581,1,Not Reported
481581,2,Not Reported
481582,1,"Under the Influence of Alcohol, Drugs or Medication"
481582,2,Not Reported
481583,1,"Under the Influence of Alcohol, Drugs or Medication"
481584,1,Not Reported
481584,2,Not Reported
481585,1,Not Reported
481585,2,Not Reported
481586,1,"Under the Influence of Alcohol, Drugs or Medication"
481586,2,Not Reported
481587,1,Not Reported
481588,1,Not Reported
481589,1,"Under the Influence of Alcohol, Drugs or Medication"
481590,1,"Under the Influence of Alcohol, Drugs or Medication"
481590,2,Not Reported
481591,1,"Under the Influence of Alcohol, Drugs or Medication"
481592,1,Not Reported
481593,1,"Under the Influence of Alcohol, Drugs or Medication"
481593,2,Not Reported
481594,1,Not Reported
481595,1,Not Reported
481595,2,Not Reported
481596,1,Not Reported
481597,1,Not Reported
481598,1,Not Reported
481599,1,Not Reported
481599,2,Not Reported
481599,3,Not Reported
481599,4,Not Reported
481600,1,Not Reported
481600,2,Not Reported
481601,1,"Under the Influence of Alcohol, Drugs or Medication"
481602,1,Not Reported
481602,2,Not Reported
481603,1,Not Reported
481603,2,Not Reported
481604,1,"Ill, Blackout"
481605,1,"Under the Influence of Alcohol, Drugs or Medication"
481605,2,Not Reported
481606,1,Not Reported
481606,2,Not Reported
481607,1,"Under the Influence of Alcohol, Drugs or Medication"
481608,1,Not Reported
481609,1,Not Reported
481610,1,Not Reported
481611,1,"Under the Influence of Alcohol, Drugs or Medication"
481611,2,Not Reported
481612,1,Not Reported
481612,2,Not Reported
481613,1,Not Reported
481614,1,Not Reported
481614,2,Not Reported
481615,1,Not Reported
481616,1,Not Reported
481616,2,Not Reported
481617,1,Not Reported
481619,1,Not Reported
481620,1,Not Reported
481621,1,Not Reported
481622,1,Not Reported
481622,2,Not Reported
481623,1,"Under the Influence of Alcohol, Drugs or Medication"
481624,1,Not Reported
481624,2,Not Reported
481625,1,Not Reported
481625,2,Not Reported
481626,1,"Under the Influence of Alcohol, Drugs or Medication"
481627,1,Not Reported
481628,1,"Under the Influence of Alcohol, Drugs or Medication"
481629,1,Not Reported
481630,1,Not Reported
481632,1,"Under the Influence of Alcohol, Drugs or Medication"
481633,1,Not Reported
481633,2,Not Reported
481634,1,Not Reported
481634,2,Not Reported
481635,1,Not Reported
481636,1,Not Reported
481636,2,"Under the Influence of Alcohol, Drugs or Medication"
481637,1,"Under the Influence of Alcohol, Drugs or Medication"
481637,2,Not Reported
481638,1,Not Reported
481638,2,Not Reported
481639,1,Not Reported
481639,2,Not Reported
481639,3,Not Reported
481639,4,Not Reported
481640,1,"Under the Influence of Alcohol, Drugs or Medication"
481640,2,Not Reported
481641,1,Not Reported
481642,1,Not Reported
481643,1,Not Reported
481643,2,Not Reported
481644,1,Not Reported
481644,2,No Driver Present/Unknown if Driver Present
481645,1,"Under the Influence of Alcohol, Drugs or Medication"
481645,2,Not Reported
481646,1,Not Reported
481647,1,Not Reported
481648,1,"Under the Influence of Alcohol, Drugs or Medication"
481648,2,Not Reported
481649,1,Not Reported
481649,2,Not Reported
481650,1,Not Reported
481651,1,Not Reported
481651,2,Not Reported
481652,1,Not Reported
481652,2,Not Reported
481653,1,Not Reported
481654,1,"Under the Influence of Alcohol, Drugs or Medication"
481655,1,Not Reported
481656,1,"Under the Influence of Alcohol, Drugs or Medication"
481657,1,Not Reported
481658,1,Not Reported
481659,1,Not Reported
481659,2,Not Reported
481660,1,Not Reported
481661,1,Not Reported
481662,1,Not Reported
481663,1,"Ill, Blackout"
481663,2,Not Reported
481664,1,Not Reported
481665,1,"Under the Influence of Alcohol, Drugs or Medication"
481665,2,Not Reported
481666,1,"Under the Influence of Alcohol, Drugs or Medication"
481666,2,Not Reported
481667,1,Not Reported
481668,1,Not Reported
481668,2,Not Reported
481669,1,"Under the Influence of Alcohol, Drugs or Medication"
481669,2,"Under the Influence of Alcohol, Drugs or Medication"
481669,3,Not Reported
481670,1,Not Reported
481671,1,Not Reported
481672,1,"Under the Influence of Alcohol, Drugs or Medication"
481673,1,"Under the Influence of Alcohol, Drugs or Medication"
481674,1,"Under the Influence of Alcohol, Drugs or Medication"
481675,1,Not Reported
481676,1,Not Reported
481676,2,Not Reported
481677,1,Not Reported
481677,2,Not Reported
481678,1,Not Reported
481678,2,Not Reported
481678,3,Not Reported
481679,1,Not Reported
481680,1,Not Reported
481681,1,Not Reported
481683,1,Not Reported
481683,2,Not Reported
481684,1,Not Reported
481685,1,Not Reported
481686,1,Not Reported
481687,1,Not Reported
481687,2,Not Reported
481688,1,Not Reported
481689,1,"Under the Influence of Alcohol, Drugs or Medication"
481689,2,Not Reported
481690,1,"Under the Influence of Alcohol, Drugs or Medication"
481690,2,Not Reported
481690,3,Not Reported
481691,1,Not Reported
481691,2,Not Reported
481692,1,"Under the Influence of Alcohol, Drugs or Medication"
481692,2,Not Reported
481693,1,"Under the Influence of Alcohol, Drugs or Medication"
481693,2,Not Reported
481694,1,"Under the Influence of Alcohol, Drugs or Medication"
481694,2,Not Reported
481694,3,Not Reported
481695,1,Not Reported
481696,1,Not Reported
481696,2,Not Reported
481696,3,Not Reported
481697,1,"Under the Influence of Alcohol, Drugs or Medication"
481698,1,Not Reported
481699,1,Not Reported
481700,1,Not Reported
481701,1,"Under the Influence of Alcohol, Drugs or Medication"
481702,1,"Under the Influence of Alcohol, Drugs or Medication"
481703,1,Not Reported
481703,2,Not Reported
481704,1,Not Reported
481705,1,"Under the Influence of Alcohol, Drugs or Medication"
481706,1,Not Reported
481706,2,Not Reported
481708,1,Not Reported
481708,2,Not Reported
481708,3,Not Reported
481709,1,"Under the Influence of Alcohol, Drugs or Medication"
481709,2,Not Reported
481710,1,Not Reported
481710,2,Not Reported
481711,1,Not Reported
481711,2,Not Reported
481711,3,Not Reported
481711,4,Not Reported
481714,1,Not Reported
481714,2,Not Reported
481715,1,Not Reported
481716,1,Asleep or Fatigued
481716,1,"Under the Influence of Alcohol, Drugs or Medication"
481716,2,Not Reported
481717,1,Not Reported
481718,1,Not Reported
481719,1,Not Reported
481719,2,Not Reported
481720,1,Not Reported
481720,2,Not Reported
481721,1,Not Reported
481721,2,Not Reported
481721,3,Not Reported
481722,1,"Under the Influence of Alcohol, Drugs or Medication"
481722,2,Not Reported
481723,1,"Under the Influence of Alcohol, Drugs or Medication"
481723,2,Not Reported
481724,1,Asleep or Fatigued
481725,1,Not Reported
481725,2,Not Reported
481725,3,Not Reported
481725,4,Not Reported
481725,5,Not Reported
481725,6,Not Reported
481726,1,Not Reported
481726,2,Not Reported
481727,1,Not Reported
481728,1,Not Reported
481729,1,"Emotional (depressed, angry, disturbed, etc.)"
481730,1,Not Reported
481732,1,Not Reported
481734,1,Not Reported
481735,1,Asleep or Fatigued
481735,1,"Under the Influence of Alcohol, Drugs or Medication"
481736,1,"Under the Influence of Alcohol, Drugs or Medication"
481737,1,Not Reported
481737,2,Not Reported
481738,1,Not Reported
481741,1,Not Reported
481742,1,"Ill, Blackout"
481743,1,Not Reported
481744,1,Not Reported
481744,2,Not Reported
481745,1,"Under the Influence of Alcohol, Drugs or Medication"
481746,1,"Under the Influence of Alcohol, Drugs or Medication"
481746,2,Not Reported
481746,3,Not Reported
481747,1,Not Reported
481748,1,"Under the Influence of Alcohol, Drugs or Medication"
481748,2,Not Reported
481749,1,Not Reported
481750,1,Not Reported
481751,1,Not Reported
481752,1,Not Reported
481752,2,Not Reported
481753,1,Not Reported
481753,2,Not Reported
481754,1,Not Reported
481755,1,Not Reported
481756,1,Not Reported
481757,1,"Under the Influence of Alcohol, Drugs or Medication"
481757,2,Not Reported
481759,1,Not Reported
481760,1,Not Reported
481762,1,Not Reported
481763,1,Not Reported
481764,1,Not Reported
481765,1,"Under the Influence of Alcohol, Drugs or Medication"
481766,1,"Under the Influence of Alcohol, Drugs or Medication"
481766,2,Not Reported
481767,1,"Under the Influence of Alcohol, Drugs or Medication"
481767,2,Not Reported
481768,1,Not Reported
481769,1,"Under the Influence of Alcohol, Drugs or Medication"
481769,2,Not Reported
481770,1,Not Reported
481771,1,Not Reported
481772,1,Not Reported
481773,1,Not Reported
481774,1,"Ill, Blackout"
481775,1,Not Reported
481776,1,Not Reported
481776,2,"Under the Influence of Alcohol, Drugs or Medication"
481777,1,"Under the Influence of Alcohol, Drugs or Medication"
481777,2,Not Reported
481777,3,Not Reported
481778,1,Not Reported
481779,1,Not Reported
481779,2,Not Reported
481780,1,Not Reported
481781,1,Not Reported
481781,2,Not Reported
481782,1,Asleep or Fatigued
481783,1,"Under the Influence of Alcohol, Drugs or Medication"
481784,1,Not Reported
481785,1,Not Reported
481785,2,Not Reported
481786,1,"Under the Influence of Alcohol, Drugs or Medication"
481787,1,Not Reported
481788,1,Not Reported
481788,2,Not Reported
481788,3,Not Reported
481788,4,Not Reported
481788,5,Not Reported
481789,1,Not Reported
481789,2,Not Reported
481790,1,"Under the Influence of Alcohol, Drugs or Medication"
481790,2,Not Reported
481791,1,"Under the Influence of Alcohol, Drugs or Medication"
481792,1,Not Reported
481793,1,Not Reported
481793,2,Not Reported
481794,1,"Under the Influence of Alcohol, Drugs or Medication"
481795,1,Not Reported
481796,1,"Under the Influence of Alcohol, Drugs or Medication"
481797,1,Not Reported
481797,2,Not Reported
481798,1,Not Reported
481798,2,Not Reported
481799,1,Not Reported
481800,1,Not Reported
481801,1,Not Reported
481801,2,Not Reported
481802,1,Not Reported
481802,2,Not Reported
481804,1,Not Reported
481805,1,Not Reported
481806,1,"Under the Influence of Alcohol, Drugs or Medication"
481807,1,Not Reported
481807,2,Not Reported
481808,1,Not Reported
481809,1,Not Reported
481809,2,Not Reported
481810,1,Not Reported
481811,1,"Under the Influence of Alcohol, Drugs or Medication"
481812,1,Not Reported
481812,2,Not Reported
481813,1,Not Reported
481813,2,Not Reported
481814,1,Not Reported
481815,1,Asleep or Fatigued
481815,2,Not Reported
481816,1,"Under the Influence of Alcohol, Drugs or Medication"
481816,2,Not Reported
481817,1,"Under the Influence of Alcohol, Drugs or Medication"
481817,2,Not Reported
481818,1,Not Reported
481818,2,Not Reported
481819,1,Not Reported
481819,2,Not Reported
481820,1,Not Reported
481820,2,Not Reported
481822,1,"Under the Influence of Alcohol, Drugs or Medication"
481823,1,"Under the Influence of Alcohol, Drugs or Medication"
481823,2,Not Reported
481824,1,Not Reported
481824,2,Not Reported
481825,1,"Ill, Blackout"
481826,1,"Under the Influence of Alcohol, Drugs or Medication"
481827,1,Not Reported
481828,1,Not Reported
481828,2,Not Reported
481829,1,Not Reported
481829,2,Not Reported
481830,1,"Under the Influence of Alcohol, Drugs or Medication"
481830,2,Not Reported
481833,1,"Under the Influence of Alcohol, Drugs or Medication"
481833,2,Not Reported
481834,1,Not Reported
481834,2,Not Reported
481834,3,Not Reported
481835,1,"Under the Influence of Alcohol, Drugs or Medication"
481836,1,"Under the Influence of Alcohol, Drugs or Medication"
481837,1,Not Reported
481838,1,Not Reported
481839,1,Asleep or Fatigued
481839,1,"Under the Influence of Alcohol, Drugs or Medication"
481840,1,Not Reported
481841,1,Not Reported
481841,2,Not Reported
481843,1,Not Reported
481843,2,Not Reported
481844,1,Not Reported
481844,2,Not Reported
481845,1,Not Reported
481845,2,Not Reported
481846,1,Not Reported
481846,2,Not Reported
481847,1,Not Reported
481847,2,Not Reported
481848,1,Not Reported
481849,1,"Under the Influence of Alcohol, Drugs or Medication"
481849,2,Not Reported
481849,3,Not Reported
481850,1,Not Reported
481851,1,Not Reported
481851,2,Not Reported
481852,1,Not Reported
481853,1,Not Reported
481854,1,Asleep or Fatigued
481854,2,Not Reported
481855,1,"Under the Influence of Alcohol, Drugs or Medication"
481856,1,Not Reported
481857,1,Not Reported
481858,1,Not Reported
481859,1,Not Reported
481860,1,Not Reported
481860,2,Not Reported
481861,1,Not Reported
481862,1,Not Reported
481863,1,Not Reported
481863,2,Not Reported
481863,3,Not Reported
481864,1,Not Reported
481865,1,Not Reported
481865,2,Not Reported
481865,3,Not Reported
481866,1,Not Reported
481867,1,Not Reported
481868,1,Not Reported
481868,2,Not Reported
481868,3,Not Reported
481869,1,"Under the Influence of Alcohol, Drugs or Medication"
481870,1,"Under the Influence of Alcohol, Drugs or Medication"
481870,2,Not Reported
481871,1,Not Reported
481871,2,Not Reported
481872,1,Not Reported
481873,1,Asleep or Fatigued
481873,1,"Under the Influence of Alcohol, Drugs or Medication"
481874,1,Not Reported
481875,1,Not Reported
481875,2,"Under the Influence of Alcohol, Drugs or Medication"
481876,1,Not Reported
481876,2,Not Reported
481877,1,Not Reported
481878,1,Not Reported
481878,2,Not Reported
481878,3,Not Reported
481879,1,Not Reported
481880,1,Not Reported
481880,2,Not Reported
481881,1,"Under the Influence of Alcohol, Drugs or Medication"
481881,2,Not Reported
481882,1,Asleep or Fatigued
481882,2,Not Reported
481883,1,Not Reported
481884,1,Not Reported
481884,3,Not Reported
481884,4,Not Reported
481884,5,Not Reported
481884,6,Not Reported
481884,7,Not Reported
481885,1,Not Reported
481886,1,"Under the Influence of Alcohol, Drugs or Medication"
481886,2,Not Reported
481886,3,Not Reported
481887,1,Not Reported
481888,1,"Under the Influence of Alcohol, Drugs or Medication"
481889,1,Not Reported
481890,1,Not Reported
481891,1,"Under the Influence of Alcohol, Drugs or Medication"
481892,1,"Under the Influence of Alcohol, Drugs or Medication"
481892,2,Not Reported
481893,1,Not Reported
481894,1,Not Reported
481895,1,Not Reported
481896,1,Not Reported
481897,1,Not Reported
481898,1,Not Reported
481898,2,Not Reported
481899,1,Not Reported
481900,1,Not Reported
481901,1,Not Reported
481902,1,Not Reported
481903,1,Not Reported
481903,2,Not Reported
481903,3,Not Reported
481903,4,Not Reported
481904,1,Not Reported
481904,2,Not Reported
481905,1,Not Reported
481905,2,Not Reported
481906,1,Not Reported
481907,1,"Under the Influence of Alcohol, Drugs or Medication"
481907,2,Not Reported
481908,1,"Under the Influence of Alcohol, Drugs or Medication"
481908,2,Not Reported
481909,1,Not Reported
481909,2,Not Reported
481910,1,Not Reported
481910,2,Not Reported
481911,1,Not Reported
481912,1,Not Reported
481913,1,"Under the Influence of Alcohol, Drugs or Medication"
481914,1,Not Reported
481914,2,Not Reported
481915,1,Not Reported
481915,2,Not Reported
481916,1,Not Reported
481916,2,Not Reported
481917,1,Not Reported
481918,1,Not Reported
481919,1,Not Reported
481920,1,Not Reported
481921,1,Not Reported
481922,1,Not Reported
481923,1,Not Reported
481924,1,Not Reported
481924,2,Not Reported
481925,1,"Under the Influence of Alcohol, Drugs or Medication"
481926,1,Not Reported
481927,1,Not Reported
481928,1,"Under the Influence of Alcohol, Drugs or Medication"
481928,2,Not Reported
481928,3,Not Reported
481928,4,Not Reported
481928,5,Not Reported
481929,1,Not Reported
481930,1,Not Reported
481931,1,Not Reported
481931,2,Not Reported
481932,1,Not Reported
481932,2,Not Reported
481933,1,"Under the Influence of Alcohol, Drugs or Medication"
481933,2,Not Reported
481934,1,Not Reported
481935,1,Not Reported
481937,1,Not Reported
481937,2,Not Reported
481938,1,Not Reported
481938,2,Not Reported
481938,3,Not Reported
481939,1,"Under the Influence of Alcohol, Drugs or Medication"
481940,1,Not Reported
481940,2,Not Reported
481941,1,Not Reported
481942,1,Not Reported
481942,2,Not Reported
481943,1,Not Reported
481943,2,Not Reported
481944,1,Not Reported
481945,1,Not Reported
481945,2,Not Reported
481946,1,"Under the Influence of Alcohol, Drugs or Medication"
481946,2,Not Reported
481947,1,Not Reported
481948,1,Not Reported
481949,1,Not Reported
481949,2,"Ill, Blackout"
481950,1,Not Reported
481951,1,Not Reported
481952,1,Not Reported
481953,1,Not Reported
481954,1,Not Reported
481955,1,Not Reported
481955,2,Not Reported
481957,1,Not Reported
481957,2,Not Reported
481958,1,Not Reported
481959,1,Not Reported
481959,2,Not Reported
481960,1,Not Reported
481961,1,Not Reported
481962,1,Not Reported
481963,1,Not Reported
481964,1,Not Reported
481965,1,"Under the Influence of Alcohol, Drugs or Medication"
481965,2,Not Reported
481966,1,Not Reported
481966,2,Not Reported
481966,3,Not Reported
481966,4,Not Reported
481966,5,Not Reported
481966,6,Not Reported
481967,1,Not Reported
481968,1,Not Reported
481968,2,Not Reported
481969,1,Asleep or Fatigued
481970,1,Not Reported
481971,1,"Under the Influence of Alcohol, Drugs or Medication"
481972,1,Not Reported
481973,1,Not Reported
481974,1,Not Reported
481975,1,Asleep or Fatigued
481975,2,Not Reported
481976,1,Not Reported
481977,1,Not Reported
481978,1,Not Reported
481979,1,Not Reported
481980,1,Not Reported
481980,2,Not Reported
481981,1,Not Reported
481981,2,Not Reported
481982,1,Not Reported
481983,1,"Ill, Blackout"
481983,1,Asleep or Fatigued
481984,1,Not Reported
481985,1,Not Reported
481985,2,"Under the Influence of Alcohol, Drugs or Medication"
481986,1,"Under the Influence of Alcohol, Drugs or Medication"
481986,2,Not Reported
481987,1,"Under the Influence of Alcohol, Drugs or Medication"
481987,2,Not Reported
481988,1,"Under the Influence of Alcohol, Drugs or Medication"
481988,2,Not Reported
481989,1,"Under the Influence of Alcohol, Drugs or Medication"
481989,2,Not Reported
481990,1,Asleep or Fatigued
481991,1,Not Reported
481991,2,Not Reported
481992,1,"Under the Influence of Alcohol, Drugs or Medication"
481992,2,Not Reported
481993,1,Not Reported
481993,2,Not Reported
481993,3,Not Reported
481994,1,"Under the Influence of Alcohol, Drugs or Medication"
481994,2,Not Reported
481995,1,Not Reported
481996,1,Not Reported
481996,2,Not Reported
481998,1,Not Reported
481999,1,Not Reported
481999,2,Not Reported
482000,1,Not Reported
482001,1,Not Reported
482002,1,Not Reported
482003,1,Not Reported
482004,1,Not Reported
482004,2,"Under the Influence of Alcohol, Drugs or Medication"
482005,1,Not Reported
482006,1,Not Reported
482007,1,Not Reported
482007,2,Not Reported
482008,1,Not Reported
482008,2,Not Reported
482009,1,"Under the Influence of Alcohol, Drugs or Medication"
482009,2,Not Reported
482010,1,"Under the Influence of Alcohol, Drugs or Medication"
482012,1,Not Reported
482013,1,Not Reported
482014,1,Not Reported
482015,1,Not Reported
482015,2,Not Reported
482016,1,Not Reported
482016,2,"Under the Influence of Alcohol, Drugs or Medication"
482017,1,Not Reported
482018,1,"Under the Influence of Alcohol, Drugs or Medication"
482019,1,"Under the Influence of Alcohol, Drugs or Medication"
482020,1,Not Reported
482022,1,"Under the Influence of Alcohol, Drugs or Medication"
482022,2,Not Reported
482023,1,"Under the Influence of Alcohol, Drugs or Medication"
482024,1,Not Reported
482024,2,Not Reported
482025,1,Not Reported
482026,1,Not Reported
482026,2,Not Reported
482027,1,Not Reported
482027,2,Not Reported
482028,1,Not Reported
482029,1,Not Reported
482030,1,Not Reported
482032,1,Not Reported
482033,1,Not Reported
482033,2,Not Reported
482034,1,"Under the Influence of Alcohol, Drugs or Medication"
482034,2,Not Reported
482034,3,Not Reported
482035,1,Not Reported
482035,2,Not Reported
482035,3,Not Reported
482035,4,Not Reported
482035,5,Not Reported
482036,1,Not Reported
482036,2,Not Reported
482038,1,Not Reported
482039,1,Not Reported
482040,1,Not Reported
482040,2,Not Reported
482041,1,Not Reported
482042,1,Not Reported
482043,1,Not Reported
482043,2,Not Reported
482044,1,"Under the Influence of Alcohol, Drugs or Medication"
482045,1,"Ill, Blackout"
482046,1,Not Reported
482046,2,Not Reported
482046,3,Not Reported
482047,1,Not Reported
482048,1,Not Reported
482048,2,Not Reported
482049,1,Not Reported
482049,2,Not Reported
482050,1,"Under the Influence of Alcohol, Drugs or Medication"
482051,1,"Under the Influence of Alcohol, Drugs or Medication"
482051,2,None/Apparently Normal
482053,1,Not Reported
482054,1,Not Reported
482054,2,Not Reported
482055,1,Not Reported
482055,2,Not Reported
482055,3,Not Reported
482056,1,Not Reported
482057,1,Not Reported
482058,1,Not Reported
482059,1,Not Reported
482059,2,Not Reported
482060,1,"Under the Influence of Alcohol, Drugs or Medication"
482061,1,Not Reported
482062,1,Not Reported
482062,2,"Under the Influence of Alcohol, Drugs or Medication"
482063,1,Not Reported
482063,2,"Under the Influence of Alcohol, Drugs or Medication"
482064,1,Not Reported
482065,1,Not Reported
482065,2,Not Reported
482066,1,Not Reported
482066,2,Not Reported
482067,1,Not Reported
482067,2,Not Reported
482068,1,Not Reported
482068,2,Not Reported
482070,1,"Under the Influence of Alcohol, Drugs or Medication"
482071,1,Not Reported
482072,1,Not Reported
482073,1,"Under the Influence of Alcohol, Drugs or Medication"
482073,2,Not Reported
482074,1,"Under the Influence of Alcohol, Drugs or Medication"
482074,2,Not Reported
482075,1,Not Reported
482075,2,Not Reported
482076,1,Not Reported
482076,2,Not Reported
482077,1,Not Reported
482078,1,"Under the Influence of Alcohol, Drugs or Medication"
482079,1,Not Reported
482080,1,Not Reported
482080,2,Not Reported
482081,1,Not Reported
482081,2,Not Reported
482082,1,"Under the Influence of Alcohol, Drugs or Medication"
482083,1,"Under the Influence of Alcohol, Drugs or Medication"
482084,1,Not Reported
482084,3,Not Reported
482085,1,Not Reported
482085,2,Not Reported
482086,1,Not Reported
482087,1,Asleep or Fatigued
482087,2,Not Reported
482088,1,Asleep or Fatigued
482089,1,Not Reported
482090,1,Not Reported
482090,2,Not Reported
482091,1,Not Reported
482091,2,Not Reported
482092,1,"Under the Influence of Alcohol, Drugs or Medication"
482093,1,Not Reported
482094,1,Not Reported
482095,1,Not Reported
482096,1,Not Reported
482097,1,Not Reported
482097,2,Not Reported
482098,1,Not Reported
482099,1,Not Reported
482099,2,Not Reported
482100,1,Not Reported
482100,2,Not Reported
482101,1,Not Reported
482101,2,Not Reported
482102,1,"Under the Influence of Alcohol, Drugs or Medication"
482102,2,Not Reported
482103,1,"Ill, Blackout"
482103,2,Not Reported
482104,1,"Under the Influence of Alcohol, Drugs or Medication"
482104,2,Not Reported
482104,3,Not Reported
482105,1,Not Reported
482106,1,Not Reported
482106,2,Not Reported
482108,1,Not Reported
482108,2,Not Reported
482108,3,Not Reported
482108,4,Not Reported
482108,5,Not Reported
482110,1,Not Reported
482111,1,Not Reported
482111,2,Not Reported
482112,1,Not Reported
482112,2,Not Reported
482113,1,Not Reported
482114,1,Not Reported
482115,1,Not Reported
482115,2,Not Reported
482116,1,Not Reported
482116,2,Not Reported
482117,1,Not Reported
482117,2,Not Reported
482118,1,Not Reported
482119,1,Not Reported
482119,2,Not Reported
482119,3,Not Reported
482119,4,Not Reported
482120,1,Not Reported
482120,2,Not Reported
482121,1,Not Reported
