st_case,veh_no,per_no,pbage,pbsex,pbptype,pbswalk,pedctype,bikectype,pedpos,pedleg,pedsnr,pedcgp,bikecgp
480478,0,1,41,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480483,0,1,51,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480488,0,1,34,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480490,0,1,35,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480491,0,1,52,Male,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
480504,0,1,54,Female,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
480508,0,1,32,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480509,0,1,46,Female,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480532,0,1,36,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480743,0,1,51,Male,Pedestrian,Yes,Pedestrian Loss of Control,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480535,0,1,45,Male,Pedestrian,Yes,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
480537,0,1,57,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480540,0,1,82,Female,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480542,0,1,48,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480543,0,1,81,Male,Pedestrian,Yes,Motorist Turn / Merge - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Turning,Not a Cyclist
480547,0,1,30,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480548,0,1,27,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480552,0,1,30,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480552,0,2,3,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480563,0,1,49,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480564,0,1,39,Male,Pedestrian,Yes,Waiting to Cross - Vehicle Not Turning,Not a Cyclist,Other/Unknown,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, other",Waiting to Cross,Not a Cyclist
480572,0,1,39,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480573,0,1,49,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480574,0,1,78,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480578,0,1,55,Male,Bicyclist,None Noted,Not a Pedestrian,Crossing Paths - Midblock - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
480599,0,1,64,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480603,0,1,56,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480605,0,1,46,Male,Bicyclist,None Noted,Not a Pedestrian,Crossing Paths - Intersection - Other / Unknown Control,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
480610,0,1,51,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480612,0,1,58,Male,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
480620,0,1,42,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480625,0,1,68,Female,Person on a Personal Conveyance,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480630,0,1,28,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480637,0,1,67,Male,Pedestrian,Yes,Motorist Left Turn - Parallel Paths,Not a Cyclist,Crosswalk Area,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction opposite motorists.",Crossing Roadway - Vehicle Turning,Not a Cyclist
480645,0,1,39,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480647,0,1,42,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480651,0,1,47,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480652,0,1,47,Female,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Intersection Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, other",Other / Unknown - Insufficient Details,Not a Cyclist
480664,0,1,50,Female,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
480666,0,1,71,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480668,0,1,39,Female,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, other",Other / Unknown - Insufficient Details,Not a Cyclist
480668,0,2,51,Female,Pedestrian,Yes,Entering / Exiting Parked or Stopped Vehicle,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, other",Unique Midblock,Not a Cyclist
480685,0,1,35,Male,Pedestrian,Yes,Non-Trafficway - Other / Unknown,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not Applicable,Not Applicable,Non-Trafficway,Not a Cyclist
480689,0,1,31,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480689,0,2,68,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480689,0,3,63,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480691,0,1,45,Male,Bicyclist,None Noted,Not a Pedestrian,Crossing Paths - Midblock - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
480694,0,1,2,Female,Pedestrian,Yes,Backing Vehicle - Driveway Access,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Backing Vehicle,Not a Cyclist
480696,0,1,40,Female,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480697,0,1,52,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
480700,0,1,32,Female,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
480714,0,1,59,Male,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Other / Unknown - Insufficient Details,Not a Cyclist
480727,0,1,67,Female,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
480736,0,1,45,Female,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480738,0,1,28,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480739,0,1,36,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480741,0,1,31,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480742,0,1,49,Female,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480749,0,1,56,Male,Pedestrian,Yes,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Nearside,"Motorist turning left - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, other",Unusual Circumstances,Not a Cyclist
480753,0,1,37,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480756,0,1,29,Male,Pedestrian,None Noted,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480758,0,1,29,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480759,0,1,36,Male,Pedestrian,Yes,Waiting to Cross - Vehicle Action Unknown,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Waiting to Cross,Not a Cyclist
480760,0,1,25,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480762,0,1,50,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480763,0,1,46,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480774,0,1,46,Male,Pedestrian,None Noted,Walking in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
480777,0,1,29,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480777,0,2,49,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480782,0,1,41,Male,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480783,0,1,23,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480786,0,1,27,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480787,0,1,45,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480789,0,1,53,Male,Bicyclist,Yes,Not a Pedestrian,Bicyclist Ride Out - Other Midblock,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Midblock
480791,0,1,23,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480792,0,1,37,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
480799,0,1,74,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480807,0,1,19,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Unpaved Right-of-Way,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480808,0,1,69,Female,Person on a Personal Conveyance,Yes,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480817,0,1,39,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480820,0,1,28,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480826,0,1,28,Female,Pedestrian,Yes,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480828,0,1,66,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480844,0,1,45,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480846,0,1,30,Male,Pedestrian,None Noted,Entering / Exiting Parked or Stopped Vehicle,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unique Midblock,Not a Cyclist
480848,0,1,57,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480850,0,1,58,Male,Bicyclist,Yes,Not a Pedestrian,Motorist Lost Control - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Loss of Control / Turning Error
480856,0,1,64,Male,Pedestrian,Yes,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480856,0,2,59,Female,Pedestrian,Yes,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480860,0,1,60,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480870,0,1,18,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Lost Control - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Loss of Control / Turning Error
480876,0,1,33,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480877,0,1,62,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
480885,0,1,30,Female,Pedestrian,None Noted,Standing in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
480893,0,1,58,Male,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
480896,0,1,52,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Ride Out - Other Midblock,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Midblock
480897,0,1,30,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480899,0,1,48,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480900,0,1,48,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480900,0,2,53,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480901,0,1,34,Female,Pedestrian,None Noted,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480903,0,1,19,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480914,0,1,71,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Misjudged Space,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
480933,0,1,32,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480934,0,1,47,Female,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480938,0,1,50,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480947,0,1,61,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480950,0,1,64,Male,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
480955,0,1,51,Male,Bicyclist,Yes,Not a Pedestrian,Crossing Paths - Intersection - Other / Unknown Control,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
480956,0,1,59,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480958,0,1,25,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
480967,0,1,25,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480967,0,2,19,Female,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
480973,0,1,48,Female,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
480977,0,1,32,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480979,0,1,62,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480989,0,1,68,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, other",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480997,0,1,71,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
480998,0,1,21,Male,Pedestrian,Yes,Motor Vehicle Loss of Control,Not a Cyclist,Other/Unknown,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, other",Unusual Circumstances,Not a Cyclist
481007,0,1,13,Male,Pedestrian,Yes,Driverless Vehicle,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481008,0,1,59,Female,Pedestrian,Yes,Backing Vehicle - Driveway Access,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Backing Vehicle,Not a Cyclist
481016,0,1,60,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Behind,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481018,0,1,26,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481019,0,1,22,Male,Person on a Personal Conveyance,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481026,0,1,71,Male,Pedestrian,Yes,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
481029,0,1,39,Male,Pedestrian,None Noted,Motorist Right Turn - Perpendicular Paths,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Turning,Not a Cyclist
481032,0,1,35,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481033,0,1,51,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481034,0,1,56,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Left Turn - Same Direction,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Left Turn / Merge
481042,0,1,52,Male,Bicyclist,Yes,Not a Pedestrian,Parallel Paths - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Parallel Paths - Other Circumstances
481047,0,1,74,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481048,0,1,999,Male,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
481049,0,1,70,Female,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
