st_case,veh_no,vision
471163,1,No Obstruction Noted
471164,1,No Obstruction Noted
471165,1,No Obstruction Noted
471165,2,No Obstruction Noted
471166,1,No Obstruction Noted
471167,1,No Obstruction Noted
471167,2,No Obstruction Noted
471168,1,No Obstruction Noted
471169,1,No Obstruction Noted
471170,1,No Obstruction Noted
471171,1,No Obstruction Noted
471172,1,No Obstruction Noted
471172,2,No Obstruction Noted
471173,1,No Obstruction Noted
471174,1,No Obstruction Noted
471175,1,No Obstruction Noted
471176,1,No Obstruction Noted
471176,2,No Obstruction Noted
471176,3,No Obstruction Noted
471178,1,No Obstruction Noted
471178,2,No Obstruction Noted
471178,3,No Obstruction Noted
471180,1,No Obstruction Noted
471180,2,No Obstruction Noted
471180,3,No Obstruction Noted
471180,4,No Obstruction Noted
471180,5,No Obstruction Noted
471181,1,No Obstruction Noted
471182,1,No Obstruction Noted
471183,1,No Obstruction Noted
471184,1,No Obstruction Noted
471184,2,No Obstruction Noted
471185,1,No Obstruction Noted
471185,2,No Obstruction Noted
471186,1,No Obstruction Noted
471186,2,No Obstruction Noted
471187,2,No Obstruction Noted
471187,3,No Obstruction Noted
471188,1,No Obstruction Noted
471189,1,No Obstruction Noted
471189,2,No Obstruction Noted
471190,1,No Obstruction Noted
471191,1,No Obstruction Noted
471191,2,No Obstruction Noted
471192,1,No Obstruction Noted
471193,1,No Obstruction Noted
471194,1,No Obstruction Noted
471195,1,No Obstruction Noted
471196,1,No Obstruction Noted
471196,2,No Obstruction Noted
471197,1,No Obstruction Noted
471197,2,No Obstruction Noted
471197,3,No Obstruction Noted
471197,4,No Obstruction Noted
471197,5,No Obstruction Noted
471197,6,No Obstruction Noted
471198,1,No Obstruction Noted
471198,2,No Obstruction Noted
471199,1,No Obstruction Noted
471200,1,No Obstruction Noted
471200,2,No Obstruction Noted
471202,1,No Obstruction Noted
471203,1,No Obstruction Noted
471204,1,No Obstruction Noted
471204,2,No Obstruction Noted
471205,1,No Obstruction Noted
471206,1,No Obstruction Noted
471207,1,No Obstruction Noted
471207,2,No Obstruction Noted
471208,1,No Obstruction Noted
471208,2,No Obstruction Noted
471209,1,No Obstruction Noted
471209,2,No Obstruction Noted
471209,3,No Obstruction Noted
471210,1,No Obstruction Noted
471211,1,No Obstruction Noted
471211,2,No Obstruction Noted
471212,1,No Obstruction Noted
471212,2,No Obstruction Noted
471213,1,No Obstruction Noted
471213,2,No Obstruction Noted
471214,1,No Obstruction Noted
471215,1,No Obstruction Noted
471215,2,No Obstruction Noted
471216,1,No Obstruction Noted
471217,1,No Obstruction Noted
471218,1,No Obstruction Noted
471219,1,No Obstruction Noted
471219,2,No Obstruction Noted
471220,1,No Obstruction Noted
471220,2,No Obstruction Noted
471221,1,No Obstruction Noted
471222,1,No Obstruction Noted
471222,2,No Obstruction Noted
471222,3,No Obstruction Noted
471223,1,No Obstruction Noted
471224,1,No Obstruction Noted
471224,2,No Obstruction Noted
471225,1,No Obstruction Noted
471225,2,No Obstruction Noted
471226,1,No Obstruction Noted
471226,2,No Obstruction Noted
471226,3,No Obstruction Noted
471226,4,No Obstruction Noted
471227,1,No Obstruction Noted
471228,1,No Obstruction Noted
471229,1,No Obstruction Noted
471229,2,No Obstruction Noted
471230,1,No Obstruction Noted
471230,2,No Obstruction Noted
471231,1,No Obstruction Noted
471232,1,No Obstruction Noted
471233,1,No Obstruction Noted
471234,1,No Obstruction Noted
471235,1,No Obstruction Noted
471236,1,No Obstruction Noted
471237,1,No Obstruction Noted
471238,1,No Obstruction Noted
471239,1,No Obstruction Noted
471240,1,No Obstruction Noted
471241,1,No Obstruction Noted
471241,2,No Obstruction Noted
471242,1,No Obstruction Noted
471243,1,No Obstruction Noted
471243,2,No Obstruction Noted
471244,1,No Obstruction Noted
471244,2,No Obstruction Noted
471245,1,No Obstruction Noted
471246,1,No Obstruction Noted
471247,1,No Obstruction Noted
471247,2,No Obstruction Noted
471248,1,No Obstruction Noted
471249,1,No Obstruction Noted
471249,2,No Obstruction Noted
471250,1,No Obstruction Noted
471251,1,No Obstruction Noted
471252,1,No Obstruction Noted
471253,1,No Obstruction Noted
471253,2,No Obstruction Noted
471254,1,No Obstruction Noted
471255,1,No Obstruction Noted
471255,2,No Obstruction Noted
471256,1,No Obstruction Noted
471256,2,No Obstruction Noted
471257,1,No Obstruction Noted
471258,1,No Obstruction Noted
471259,1,No Obstruction Noted
471259,2,No Obstruction Noted
471259,3,No Obstruction Noted
471260,1,No Obstruction Noted
471260,2,No Obstruction Noted
471261,1,No Obstruction Noted
471262,1,No Obstruction Noted
471263,1,No Obstruction Noted
471264,1,No Obstruction Noted
471264,2,No Obstruction Noted
471264,3,No Obstruction Noted
471265,1,No Obstruction Noted
471265,2,No Obstruction Noted
471266,1,No Obstruction Noted
471267,1,No Obstruction Noted
471267,2,No Obstruction Noted
471268,1,No Obstruction Noted
471268,2,No Obstruction Noted
471269,1,No Obstruction Noted
471269,2,No Obstruction Noted
471270,1,No Obstruction Noted
471271,1,No Obstruction Noted
471272,1,No Obstruction Noted
471273,1,No Obstruction Noted
471273,2,No Obstruction Noted
471274,1,No Obstruction Noted
471274,2,No Obstruction Noted
471274,3,No Obstruction Noted
480001,1,No Obstruction Noted
480002,1,No Obstruction Noted
480002,2,No Obstruction Noted
480003,1,No Obstruction Noted
480003,2,No Obstruction Noted
480003,3,No Obstruction Noted
480005,1,No Obstruction Noted
480005,2,No Obstruction Noted
480006,1,No Obstruction Noted
480007,1,No Obstruction Noted
480008,1,No Obstruction Noted
480009,1,No Obstruction Noted
480009,2,No Obstruction Noted
480010,1,No Obstruction Noted
480011,1,No Obstruction Noted
480012,1,No Obstruction Noted
480012,2,No Obstruction Noted
480012,3,No Obstruction Noted
480013,1,No Obstruction Noted
480014,1,No Obstruction Noted
480014,2,No Obstruction Noted
480015,1,No Obstruction Noted
480016,1,No Obstruction Noted
480016,2,No Obstruction Noted
480016,3,No Obstruction Noted
480017,1,No Obstruction Noted
480017,2,No Obstruction Noted
480018,1,No Obstruction Noted
480019,1,No Obstruction Noted
480020,1,No Obstruction Noted
480021,1,No Obstruction Noted
480021,2,No Obstruction Noted
480022,1,Vision Obscured - No Details
480023,1,No Obstruction Noted
480023,2,No Obstruction Noted
480024,1,No Obstruction Noted
480025,1,No Obstruction Noted
480026,1,No Obstruction Noted
480027,1,No Obstruction Noted
480028,1,No Obstruction Noted
480029,1,No Obstruction Noted
480029,2,No Obstruction Noted
480030,1,No Obstruction Noted
480031,1,No Obstruction Noted
480032,1,No Obstruction Noted
480033,1,No Obstruction Noted
480033,2,No Obstruction Noted
480034,1,No Obstruction Noted
480035,1,No Obstruction Noted
480036,1,No Obstruction Noted
480037,1,No Obstruction Noted
480038,1,No Obstruction Noted
480038,2,No Obstruction Noted
480039,1,No Obstruction Noted
480039,2,No Obstruction Noted
480040,1,No Obstruction Noted
480040,2,No Obstruction Noted
480040,3,No Obstruction Noted
480041,1,No Obstruction Noted
480042,1,No Obstruction Noted
480042,2,No Obstruction Noted
480043,1,No Obstruction Noted
480043,2,No Obstruction Noted
480044,1,No Obstruction Noted
480045,1,No Obstruction Noted
480046,1,No Obstruction Noted
480047,1,No Obstruction Noted
480047,2,No Obstruction Noted
480047,3,No Obstruction Noted
480048,1,No Obstruction Noted
480049,1,No Obstruction Noted
480049,2,No Obstruction Noted
480050,1,No Obstruction Noted
480051,1,No Obstruction Noted
480052,1,No Obstruction Noted
480052,2,No Obstruction Noted
480053,1,No Obstruction Noted
480054,1,No Obstruction Noted
480054,2,No Obstruction Noted
480055,1,No Obstruction Noted
480056,1,No Obstruction Noted
480056,2,No Obstruction Noted
480057,1,No Obstruction Noted
480058,1,No Obstruction Noted
480058,2,No Obstruction Noted
480059,1,No Obstruction Noted
480059,2,No Obstruction Noted
480060,1,No Obstruction Noted
480060,2,No Obstruction Noted
480061,1,No Obstruction Noted
480061,2,No Obstruction Noted
480061,3,No Obstruction Noted
480062,1,No Obstruction Noted
480062,2,No Obstruction Noted
480063,1,No Obstruction Noted
480063,2,In-Transport Motor Vehicle (including load)
480064,1,No Obstruction Noted
480064,2,No Obstruction Noted
480065,1,No Obstruction Noted
480065,2,No Obstruction Noted
480066,1,No Obstruction Noted
480067,1,No Obstruction Noted
480068,1,No Obstruction Noted
480068,2,No Obstruction Noted
480069,1,No Obstruction Noted
480070,1,No Obstruction Noted
480071,1,No Obstruction Noted
480072,1,No Obstruction Noted
480072,2,No Obstruction Noted
480072,3,No Obstruction Noted
480073,1,No Obstruction Noted
480073,2,No Obstruction Noted
480073,3,No Obstruction Noted
480075,1,No Obstruction Noted
480076,1,No Obstruction Noted
480076,2,No Obstruction Noted
480077,1,No Obstruction Noted
480078,1,No Obstruction Noted
480079,1,No Obstruction Noted
480080,1,No Obstruction Noted
480081,1,No Obstruction Noted
480081,2,No Obstruction Noted
480082,1,No Obstruction Noted
480083,1,No Obstruction Noted
480083,2,No Obstruction Noted
480084,1,No Obstruction Noted
480085,1,No Obstruction Noted
480086,1,No Obstruction Noted
480086,2,No Obstruction Noted
480087,1,No Obstruction Noted
480088,1,No Obstruction Noted
480088,2,No Obstruction Noted
480089,1,No Obstruction Noted
480090,1,No Obstruction Noted
480090,2,No Obstruction Noted
480091,1,No Obstruction Noted
480092,1,No Obstruction Noted
480093,1,No Obstruction Noted
480094,1,No Obstruction Noted
480094,2,No Obstruction Noted
480095,1,No Obstruction Noted
480095,2,No Obstruction Noted
480095,3,No Obstruction Noted
480096,1,No Obstruction Noted
480097,1,No Obstruction Noted
480098,1,No Obstruction Noted
480099,1,No Obstruction Noted
480100,1,No Obstruction Noted
480101,1,No Obstruction Noted
480101,2,No Obstruction Noted
480102,1,No Obstruction Noted
480103,1,No Obstruction Noted
480104,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
480104,2,No Obstruction Noted
480105,1,No Obstruction Noted
480105,2,No Obstruction Noted
480106,1,No Obstruction Noted
480107,1,No Obstruction Noted
480107,2,No Obstruction Noted
480107,3,No Obstruction Noted
480107,4,No Obstruction Noted
480107,5,No Obstruction Noted
480108,1,No Obstruction Noted
480108,2,No Obstruction Noted
480108,3,No Obstruction Noted
480109,1,No Obstruction Noted
480110,1,No Obstruction Noted
480111,1,No Obstruction Noted
480111,2,No Obstruction Noted
480112,1,No Obstruction Noted
480112,2,No Driver Present/Unknown if Driver present
480113,1,No Obstruction Noted
480114,1,No Obstruction Noted
480114,2,No Obstruction Noted
480115,1,No Obstruction Noted
480115,2,No Obstruction Noted
480116,1,No Obstruction Noted
480116,2,No Obstruction Noted
480117,1,No Obstruction Noted
480118,1,No Obstruction Noted
480118,2,No Obstruction Noted
480118,3,No Obstruction Noted
480119,1,No Obstruction Noted
480120,1,No Obstruction Noted
480121,1,No Obstruction Noted
480121,2,No Obstruction Noted
480121,3,No Obstruction Noted
480122,1,No Obstruction Noted
480123,1,No Obstruction Noted
480124,1,No Obstruction Noted
480125,1,No Obstruction Noted
480125,2,No Obstruction Noted
480125,3,No Obstruction Noted
480125,4,No Obstruction Noted
480125,5,No Obstruction Noted
480125,6,No Obstruction Noted
480125,7,No Obstruction Noted
480125,8,No Obstruction Noted
480125,9,No Obstruction Noted
480125,10,No Obstruction Noted
480126,1,No Obstruction Noted
480127,1,No Obstruction Noted
480128,1,No Obstruction Noted
480128,2,No Obstruction Noted
480129,1,No Obstruction Noted
480130,1,No Obstruction Noted
480131,1,No Obstruction Noted
480131,2,No Obstruction Noted
480131,3,No Obstruction Noted
480132,1,No Obstruction Noted
480133,1,No Obstruction Noted
480133,2,No Obstruction Noted
480134,1,No Obstruction Noted
480135,1,No Obstruction Noted
480136,1,No Obstruction Noted
480136,2,No Obstruction Noted
480137,1,No Obstruction Noted
480137,2,No Obstruction Noted
480138,1,No Obstruction Noted
480138,2,No Obstruction Noted
480139,1,No Obstruction Noted
480139,2,No Obstruction Noted
480140,1,No Obstruction Noted
480140,2,No Obstruction Noted
480141,1,No Obstruction Noted
480142,1,No Obstruction Noted
480143,1,No Obstruction Noted
480143,2,No Obstruction Noted
480144,1,No Obstruction Noted
480145,1,No Obstruction Noted
480145,2,No Obstruction Noted
480146,1,No Obstruction Noted
480146,2,No Obstruction Noted
480147,1,No Obstruction Noted
480147,2,No Obstruction Noted
480148,1,No Obstruction Noted
480149,1,No Obstruction Noted
480149,2,No Obstruction Noted
480149,3,No Obstruction Noted
480150,1,No Obstruction Noted
480150,2,No Obstruction Noted
480150,3,No Obstruction Noted
480151,1,No Obstruction Noted
480151,2,No Obstruction Noted
480152,1,No Obstruction Noted
480153,1,No Obstruction Noted
480154,1,No Obstruction Noted
480155,1,No Obstruction Noted
480155,2,No Obstruction Noted
480156,1,"Trees, Crops, Vegetation"
480157,1,No Obstruction Noted
480157,2,No Obstruction Noted
480158,1,No Obstruction Noted
480158,2,No Obstruction Noted
480159,1,No Obstruction Noted
480160,1,No Obstruction Noted
480161,1,No Obstruction Noted
480161,2,No Obstruction Noted
480162,1,No Obstruction Noted
480163,1,No Obstruction Noted
480164,1,No Obstruction Noted
480164,2,No Obstruction Noted
480164,3,No Obstruction Noted
480165,1,No Obstruction Noted
480167,1,No Obstruction Noted
480167,2,No Obstruction Noted
480168,1,No Obstruction Noted
480168,2,No Obstruction Noted
480169,1,No Obstruction Noted
480169,2,No Obstruction Noted
480169,3,No Obstruction Noted
480170,1,No Obstruction Noted
480171,1,No Obstruction Noted
480171,2,No Obstruction Noted
480171,3,No Obstruction Noted
480172,1,No Obstruction Noted
480173,1,No Obstruction Noted
480174,1,No Obstruction Noted
480174,2,"Reflected Glare, Bright Sunlight, Headlights"
480175,1,No Obstruction Noted
480176,1,No Obstruction Noted
480177,1,No Obstruction Noted
480178,1,No Obstruction Noted
480179,1,No Obstruction Noted
480180,1,No Obstruction Noted
480180,2,No Obstruction Noted
480181,1,No Obstruction Noted
480181,2,No Obstruction Noted
480182,1,No Obstruction Noted
480183,1,No Obstruction Noted
480183,2,No Obstruction Noted
480184,1,No Obstruction Noted
480185,1,No Obstruction Noted
480185,2,No Obstruction Noted
480186,1,No Obstruction Noted
480186,2,No Obstruction Noted
480187,1,No Obstruction Noted
480188,1,No Obstruction Noted
480189,1,No Obstruction Noted
480189,2,No Obstruction Noted
480189,3,No Obstruction Noted
480190,1,No Obstruction Noted
480191,1,No Obstruction Noted
480192,1,No Obstruction Noted
480193,1,No Obstruction Noted
480194,1,No Obstruction Noted
480194,2,No Obstruction Noted
480195,1,No Obstruction Noted
480195,2,No Obstruction Noted
480196,1,No Obstruction Noted
480197,1,No Obstruction Noted
480198,1,No Obstruction Noted
480199,1,Vision Obscured - No Details
480199,2,No Obstruction Noted
480200,1,No Obstruction Noted
480200,2,No Obstruction Noted
480201,1,No Obstruction Noted
480201,2,No Obstruction Noted
480202,1,No Obstruction Noted
480202,2,No Obstruction Noted
480203,1,No Obstruction Noted
480204,1,No Obstruction Noted
480204,2,No Obstruction Noted
480205,1,No Obstruction Noted
480205,2,No Obstruction Noted
480206,1,No Obstruction Noted
480207,1,No Obstruction Noted
480208,1,No Obstruction Noted
480208,2,No Obstruction Noted
480209,1,No Obstruction Noted
480209,2,No Obstruction Noted
480209,3,No Obstruction Noted
480209,4,No Obstruction Noted
480211,1,No Obstruction Noted
480211,2,No Obstruction Noted
480211,3,No Obstruction Noted
480212,1,No Obstruction Noted
480213,1,No Obstruction Noted
480213,2,No Obstruction Noted
480213,3,No Obstruction Noted
480214,1,No Obstruction Noted
480215,1,No Obstruction Noted
480215,2,No Obstruction Noted
480215,3,No Obstruction Noted
480216,1,No Obstruction Noted
480216,2,No Obstruction Noted
480216,3,No Obstruction Noted
480216,4,No Obstruction Noted
480217,1,No Obstruction Noted
480217,2,No Obstruction Noted
480218,1,No Obstruction Noted
480219,1,No Obstruction Noted
480219,2,No Obstruction Noted
480219,3,No Obstruction Noted
480220,1,No Obstruction Noted
480221,1,No Obstruction Noted
480221,2,No Obstruction Noted
480222,1,No Obstruction Noted
480223,1,No Obstruction Noted
480224,1,No Obstruction Noted
480225,1,No Obstruction Noted
480226,1,No Obstruction Noted
480226,2,No Driver Present/Unknown if Driver present
480227,1,No Obstruction Noted
480228,1,No Obstruction Noted
480228,2,No Obstruction Noted
480228,3,No Obstruction Noted
480229,1,No Obstruction Noted
480229,2,No Obstruction Noted
480230,1,No Obstruction Noted
480231,1,No Obstruction Noted
480232,1,No Obstruction Noted
480233,1,No Obstruction Noted
480234,1,No Obstruction Noted
480235,1,No Obstruction Noted
480237,1,No Obstruction Noted
480237,2,No Obstruction Noted
480237,3,No Obstruction Noted
480238,1,No Obstruction Noted
480239,1,No Obstruction Noted
480239,2,No Obstruction Noted
480240,1,No Obstruction Noted
480240,2,No Obstruction Noted
480241,1,No Obstruction Noted
480242,1,No Obstruction Noted
480243,1,No Obstruction Noted
480243,2,No Obstruction Noted
480243,3,No Obstruction Noted
480244,1,No Obstruction Noted
480244,2,No Driver Present/Unknown if Driver present
480246,1,No Obstruction Noted
480246,2,No Obstruction Noted
480246,3,No Obstruction Noted
480246,4,No Obstruction Noted
480247,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
480247,2,No Obstruction Noted
480248,1,No Obstruction Noted
480249,1,No Obstruction Noted
480250,1,No Obstruction Noted
480250,2,No Obstruction Noted
480251,1,No Obstruction Noted
480251,2,No Obstruction Noted
480252,1,No Obstruction Noted
480253,1,No Obstruction Noted
480254,1,No Obstruction Noted
480254,2,No Obstruction Noted
480255,1,No Obstruction Noted
480256,1,No Obstruction Noted
480256,2,No Obstruction Noted
480257,1,No Obstruction Noted
480258,1,No Obstruction Noted
480259,1,No Obstruction Noted
480259,2,No Obstruction Noted
480260,1,No Obstruction Noted
480260,2,No Obstruction Noted
480260,3,No Obstruction Noted
480261,1,No Obstruction Noted
480262,1,No Obstruction Noted
480262,2,No Obstruction Noted
480263,1,No Obstruction Noted
480264,1,No Obstruction Noted
480265,1,No Obstruction Noted
480265,2,No Obstruction Noted
480265,3,No Obstruction Noted
480266,1,No Obstruction Noted
480268,1,No Obstruction Noted
480269,1,No Obstruction Noted
480269,2,No Obstruction Noted
480270,1,No Obstruction Noted
480270,2,No Obstruction Noted
480271,1,No Obstruction Noted
480272,1,No Obstruction Noted
480273,1,No Obstruction Noted
480274,1,No Obstruction Noted
480274,2,No Obstruction Noted
480275,1,No Obstruction Noted
480275,2,No Obstruction Noted
480276,1,No Obstruction Noted
480276,2,No Obstruction Noted
480277,1,No Obstruction Noted
480277,2,No Obstruction Noted
480278,1,No Obstruction Noted
480278,2,No Obstruction Noted
480279,1,No Obstruction Noted
480280,1,No Obstruction Noted
480281,1,No Obstruction Noted
480282,1,No Obstruction Noted
480282,2,No Obstruction Noted
480283,1,No Obstruction Noted
480284,1,No Obstruction Noted
480285,1,No Obstruction Noted
480286,1,No Obstruction Noted
480287,1,No Obstruction Noted
480288,1,No Obstruction Noted
480289,1,No Obstruction Noted
480290,1,No Obstruction Noted
480290,2,No Obstruction Noted
480290,3,No Obstruction Noted
480290,4,No Obstruction Noted
480291,1,No Obstruction Noted
480291,2,No Obstruction Noted
480292,1,No Obstruction Noted
480292,2,No Obstruction Noted
480293,1,No Obstruction Noted
480294,1,No Obstruction Noted
480295,1,No Obstruction Noted
480296,1,No Obstruction Noted
480297,1,No Obstruction Noted
480298,1,No Obstruction Noted
480299,1,No Obstruction Noted
480300,1,No Obstruction Noted
480300,2,No Obstruction Noted
480301,1,No Obstruction Noted
480301,2,No Obstruction Noted
480302,1,No Obstruction Noted
480302,2,No Obstruction Noted
480303,1,No Obstruction Noted
480304,1,No Obstruction Noted
480304,2,No Obstruction Noted
480305,1,No Obstruction Noted
480305,2,No Obstruction Noted
480305,3,No Obstruction Noted
480305,4,No Obstruction Noted
480305,5,No Obstruction Noted
480305,6,No Obstruction Noted
480306,1,No Obstruction Noted
480307,1,No Obstruction Noted
480308,1,No Obstruction Noted
480309,1,No Obstruction Noted
480310,1,No Obstruction Noted
480311,1,No Obstruction Noted
480311,2,No Obstruction Noted
480312,1,No Obstruction Noted
480312,2,No Obstruction Noted
480312,3,No Obstruction Noted
480312,4,No Obstruction Noted
480313,1,No Obstruction Noted
480314,1,No Obstruction Noted
480315,1,No Obstruction Noted
480316,1,No Obstruction Noted
480316,2,No Obstruction Noted
480317,1,No Obstruction Noted
480318,1,No Obstruction Noted
480319,1,No Obstruction Noted
480320,1,No Obstruction Noted
480320,2,No Obstruction Noted
480321,1,No Obstruction Noted
480322,1,No Obstruction Noted
480322,2,No Obstruction Noted
480322,3,No Obstruction Noted
480322,4,No Obstruction Noted
480323,1,No Obstruction Noted
480323,2,No Obstruction Noted
480324,1,No Obstruction Noted
480324,2,No Obstruction Noted
480325,1,No Obstruction Noted
480326,1,No Obstruction Noted
480326,2,No Obstruction Noted
480326,3,No Obstruction Noted
480327,1,No Obstruction Noted
480328,1,No Obstruction Noted
480328,2,No Obstruction Noted
480329,1,No Obstruction Noted
480331,1,No Obstruction Noted
480332,1,No Obstruction Noted
480333,1,No Obstruction Noted
480333,2,No Obstruction Noted
480334,1,No Obstruction Noted
480335,1,No Obstruction Noted
480336,1,No Obstruction Noted
480336,2,No Obstruction Noted
480337,1,No Obstruction Noted
480337,2,No Obstruction Noted
480338,1,No Obstruction Noted
480339,1,No Obstruction Noted
480339,2,No Obstruction Noted
480340,1,No Obstruction Noted
480341,1,No Obstruction Noted
480341,2,No Obstruction Noted
480342,1,No Obstruction Noted
480342,2,No Obstruction Noted
480342,3,No Obstruction Noted
480343,1,No Obstruction Noted
480344,1,No Obstruction Noted
480344,2,No Obstruction Noted
480345,1,No Obstruction Noted
480346,1,No Obstruction Noted
480346,2,No Obstruction Noted
480347,1,No Obstruction Noted
480348,1,No Obstruction Noted
480348,2,No Obstruction Noted
480349,1,No Obstruction Noted
480350,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
480350,2,"Rain, Snow, Fog, Smoke, Sand, Dust"
480351,1,No Obstruction Noted
480352,1,No Obstruction Noted
480353,1,No Obstruction Noted
480353,2,No Obstruction Noted
480354,1,No Obstruction Noted
480355,1,No Obstruction Noted
480356,1,No Obstruction Noted
480356,2,No Obstruction Noted
480357,1,No Obstruction Noted
480358,1,No Obstruction Noted
480359,1,No Obstruction Noted
480360,1,No Obstruction Noted
480360,2,No Obstruction Noted
480361,1,No Obstruction Noted
480361,2,No Obstruction Noted
480362,1,No Obstruction Noted
480363,1,No Obstruction Noted
480363,2,No Obstruction Noted
480363,3,No Obstruction Noted
480365,1,"Reflected Glare, Bright Sunlight, Headlights"
480366,1,No Obstruction Noted
480366,2,No Obstruction Noted
480367,1,No Obstruction Noted
480368,1,No Obstruction Noted
480368,2,No Obstruction Noted
480369,1,No Obstruction Noted
480370,1,No Obstruction Noted
480371,1,No Obstruction Noted
480371,2,No Obstruction Noted
480372,1,No Obstruction Noted
480372,2,No Obstruction Noted
480373,1,No Obstruction Noted
480373,2,No Obstruction Noted
480373,3,No Obstruction Noted
480374,1,No Obstruction Noted
480374,2,No Obstruction Noted
480375,1,No Obstruction Noted
480375,2,No Obstruction Noted
480375,3,No Obstruction Noted
480375,4,No Obstruction Noted
480376,1,No Obstruction Noted
480376,2,No Obstruction Noted
480377,1,No Obstruction Noted
480378,1,No Obstruction Noted
480379,1,No Obstruction Noted
480379,2,No Obstruction Noted
480379,3,No Obstruction Noted
480379,4,No Obstruction Noted
480380,1,No Obstruction Noted
480381,1,No Obstruction Noted
480382,1,No Obstruction Noted
480382,2,No Obstruction Noted
480383,1,No Obstruction Noted
480384,1,No Obstruction Noted
480384,2,No Obstruction Noted
480384,3,No Obstruction Noted
480385,1,No Obstruction Noted
480386,1,No Obstruction Noted
480387,1,No Obstruction Noted
480388,1,No Obstruction Noted
480388,2,No Obstruction Noted
480389,1,No Obstruction Noted
480390,1,No Obstruction Noted
480390,2,No Obstruction Noted
480391,1,No Obstruction Noted
480392,1,No Obstruction Noted
480393,1,No Obstruction Noted
480394,1,No Obstruction Noted
480395,1,No Obstruction Noted
480396,1,No Obstruction Noted
480396,2,No Obstruction Noted
480397,1,No Obstruction Noted
480398,1,No Obstruction Noted
480399,1,No Obstruction Noted
480399,2,No Obstruction Noted
480400,1,No Obstruction Noted
480400,2,No Obstruction Noted
480401,1,No Obstruction Noted
480402,1,No Obstruction Noted
480403,1,No Obstruction Noted
480403,2,No Obstruction Noted
480405,1,No Obstruction Noted
480405,2,No Obstruction Noted
480405,3,No Obstruction Noted
480406,1,No Obstruction Noted
480406,2,No Obstruction Noted
480407,1,No Obstruction Noted
480407,2,No Obstruction Noted
480408,1,No Obstruction Noted
480408,2,No Obstruction Noted
480409,1,No Obstruction Noted
480409,2,No Obstruction Noted
480409,3,No Obstruction Noted
480410,1,No Obstruction Noted
480411,1,No Obstruction Noted
480412,1,No Obstruction Noted
480412,2,No Driver Present/Unknown if Driver present
480413,1,No Obstruction Noted
480414,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
480415,1,No Obstruction Noted
480415,2,No Obstruction Noted
480416,1,No Obstruction Noted
480416,2,No Obstruction Noted
480417,1,No Obstruction Noted
480418,1,No Obstruction Noted
480419,1,No Obstruction Noted
480419,2,No Obstruction Noted
480420,1,No Obstruction Noted
480421,1,No Driver Present/Unknown if Driver present
480421,2,No Obstruction Noted
480422,1,No Obstruction Noted
480423,1,No Obstruction Noted
480423,2,No Obstruction Noted
480423,3,No Obstruction Noted
480424,1,No Obstruction Noted
480425,1,No Obstruction Noted
480425,2,No Obstruction Noted
480426,1,No Obstruction Noted
480427,1,No Obstruction Noted
480428,1,No Obstruction Noted
480428,2,No Obstruction Noted
480429,1,No Obstruction Noted
480429,2,No Obstruction Noted
480430,1,No Obstruction Noted
480430,2,No Obstruction Noted
480431,1,No Obstruction Noted
480432,1,No Obstruction Noted
480433,1,No Obstruction Noted
480433,2,No Obstruction Noted
480434,1,No Obstruction Noted
480435,1,No Obstruction Noted
480436,1,No Obstruction Noted
480437,1,No Obstruction Noted
480437,2,"Rain, Snow, Fog, Smoke, Sand, Dust"
480438,1,No Obstruction Noted
480438,2,No Obstruction Noted
480439,1,No Obstruction Noted
480439,2,No Obstruction Noted
480440,1,No Obstruction Noted
480441,1,No Obstruction Noted
480442,1,No Obstruction Noted
480443,1,No Obstruction Noted
480443,2,No Obstruction Noted
480444,1,No Obstruction Noted
480444,2,No Obstruction Noted
480445,1,No Obstruction Noted
480446,1,No Obstruction Noted
480446,2,No Obstruction Noted
480447,1,"Reflected Glare, Bright Sunlight, Headlights"
480448,1,No Obstruction Noted
480449,1,No Obstruction Noted
480450,1,No Obstruction Noted
480451,1,No Obstruction Noted
480452,1,"Reflected Glare, Bright Sunlight, Headlights"
480453,1,No Obstruction Noted
480454,1,No Obstruction Noted
480454,2,No Obstruction Noted
480454,3,No Obstruction Noted
480454,4,No Obstruction Noted
480454,5,No Obstruction Noted
480454,6,No Obstruction Noted
480455,1,No Obstruction Noted
480456,1,No Obstruction Noted
480457,1,No Obstruction Noted
480458,1,No Obstruction Noted
480459,1,No Obstruction Noted
480460,1,No Obstruction Noted
480461,1,No Obstruction Noted
480462,1,No Obstruction Noted
480462,2,No Obstruction Noted
480463,1,No Obstruction Noted
480464,1,No Obstruction Noted
480464,2,No Obstruction Noted
480464,3,No Obstruction Noted
480465,1,No Obstruction Noted
480466,1,No Obstruction Noted
480467,1,"Reflected Glare, Bright Sunlight, Headlights"
480468,1,No Obstruction Noted
480469,1,No Obstruction Noted
480470,1,No Obstruction Noted
480471,1,No Obstruction Noted
480472,1,No Obstruction Noted
480473,1,No Obstruction Noted
480473,2,No Obstruction Noted
480474,1,No Obstruction Noted
480474,2,No Obstruction Noted
480475,1,No Obstruction Noted
480476,1,No Obstruction Noted
480477,1,No Obstruction Noted
