st_case,veh_no,per_no,nmcc
361120,0,1,Making Improper Entry to or Exit From Trafficway
361121,0,1,None Noted
361122,0,1,Contributing Circumstance - No Details
361123,0,1,None Noted
361124,0,1,Failure to Yield Right-Of-Way
361125,0,1,Failure to Yield Right-Of-Way
361126,0,1,Failure to Yield Right-Of-Way
361127,0,1,Failure to Yield Right-Of-Way
361128,0,1,Failure to Yield Right-Of-Way
361132,0,1,"Dash - Run, No Visual Obstruction Noted"
361133,0,1,Failure to Yield Right-Of-Way
361137,0,1,None Noted
361140,0,1,None Noted
361141,0,1,None Noted
361143,0,1,Failure to Yield Right-Of-Way
361143,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
361144,0,1,Failure to Yield Right-Of-Way
361144,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
361147,0,1,Contributing Circumstance - No Details
361152,0,1,Failure to Yield Right-Of-Way
361153,0,1,None Noted
361153,0,2,None Noted
361153,0,3,None Noted
361161,0,1,Failure to Yield Right-Of-Way
370010,0,1,Failure to Yield Right-Of-Way
370013,0,1,Failure to Yield Right-Of-Way
370013,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370014,0,1,Failure to Yield Right-Of-Way
370014,0,1,"Dash - Run, No Visual Obstruction Noted"
370014,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370016,0,1,Failure to Yield Right-Of-Way
370016,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370020,0,1,Failure to Yield Right-Of-Way
370020,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370020,0,1,Wrong-Way Riding or Walking
370021,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370027,0,1,Failure to Yield Right-Of-Way
370030,0,1,None Noted
370034,0,1,None Noted
370037,0,1,Failure to Yield Right-Of-Way
370037,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370039,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370041,0,1,Failure to Yield Right-Of-Way
370041,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370041,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370044,0,1,Failure to Yield Right-Of-Way
370044,0,1,"Dash - Run, No Visual Obstruction Noted"
370044,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370064,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370078,0,1,Failure to Yield Right-Of-Way
370078,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370078,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370081,0,1,Failure to Yield Right-Of-Way
370081,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370083,0,1,Failure to Yield Right-Of-Way
370083,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370083,0,1,"Inattentive (Talking, Eating, Etc.)"
370087,0,1,Failure to Yield Right-Of-Way
370087,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370087,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370088,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370088,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370092,0,1,None Noted
370098,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370098,0,1,"Inattentive (Talking, Eating, Etc.)"
370098,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370098,0,2,"Inattentive (Talking, Eating, Etc.)"
370104,0,1,None Noted
370110,0,1,None Noted
370112,0,1,Failure to Yield Right-Of-Way
370112,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370113,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370113,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370120,0,1,Wrong-Way Riding or Walking
370120,0,1,"Dash - Run, No Visual Obstruction Noted"
370121,0,1,Wrong-Way Riding or Walking
370121,0,1,"Dash - Run, No Visual Obstruction Noted"
370126,0,1,"Dash - Run, No Visual Obstruction Noted"
370127,0,1,"Dash - Run, No Visual Obstruction Noted"
370139,0,1,None Noted
370143,0,1,Wrong-Way Riding or Walking
370145,0,1,None Noted
370147,0,1,Wrong-Way Riding or Walking
370151,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370174,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370179,0,1,"Dash - Run, No Visual Obstruction Noted"
370180,0,1,"Dash - Run, No Visual Obstruction Noted"
370181,0,1,"Dash - Run, No Visual Obstruction Noted"
370183,0,1,"Dash - Run, No Visual Obstruction Noted"
370193,0,1,"Dash - Run, No Visual Obstruction Noted"
370195,0,1,Reported as Unknown
370198,0,1,Wrong-Way Riding or Walking
370200,0,1,Wrong-Way Riding or Walking
370204,0,1,Wrong-Way Riding or Walking
370208,0,1,Wrong-Way Riding or Walking
370212,0,1,"Inattentive (Talking, Eating, Etc.)"
370212,0,1,"Dash - Run, No Visual Obstruction Noted"
370213,0,1,None Noted
370213,0,2,None Noted
370214,0,1,Wrong-Way Riding or Walking
370217,0,1,"Dash - Run, No Visual Obstruction Noted"
370237,0,1,Failure to Yield Right-Of-Way
370238,0,1,"Dash - Run, No Visual Obstruction Noted"
370243,0,1,"Dash - Run, No Visual Obstruction Noted"
370246,0,1,"Dash - Run, No Visual Obstruction Noted"
370247,0,1,"Dash - Run, No Visual Obstruction Noted"
370252,0,1,None Noted
370252,0,2,None Noted
370262,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370265,0,1,Failure to Yield Right-Of-Way
370270,0,1,"Inattentive (Talking, Eating, Etc.)"
370270,0,1,"Dash - Run, No Visual Obstruction Noted"
370271,0,1,"Dash - Run, No Visual Obstruction Noted"
370283,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370283,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370287,0,1,Wrong-Way Riding or Walking
370289,0,1,Wrong-Way Riding or Walking
370295,0,1,None Noted
370299,0,1,Wrong-Way Riding or Walking
370300,0,1,"Dash - Run, No Visual Obstruction Noted"
370301,0,1,Wrong-Way Riding or Walking
370302,0,1,None Noted
370303,0,1,Dart-Out - Visual Obstruction Noted
370313,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370318,0,1,Wrong-Way Riding or Walking
370320,0,1,None Noted
370324,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370329,0,1,None Noted
370329,0,2,None Noted
370330,0,1,Failure to Yield Right-Of-Way
370346,0,1,"Dash - Run, No Visual Obstruction Noted"
370349,0,1,None Noted
370350,0,1,"Dash - Run, No Visual Obstruction Noted"
370353,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370355,0,1,None Noted
370365,0,1,Failure to Yield Right-Of-Way
370365,0,1,"Dash - Run, No Visual Obstruction Noted"
370365,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370369,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370373,0,1,Wrong-Way Riding or Walking
370373,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370377,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370378,0,1,Other (Specify:)
370385,0,1,Failure to Yield Right-Of-Way
370386,0,1,Wrong-Way Riding or Walking
370422,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370422,0,1,Other (Specify:)
370426,0,1,"Dash - Run, No Visual Obstruction Noted"
370430,0,1,Wrong-Way Riding or Walking
370437,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370438,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370449,0,1,"Dash - Run, No Visual Obstruction Noted"
370463,0,1,"Dash - Run, No Visual Obstruction Noted"
370469,0,1,"Dash - Run, No Visual Obstruction Noted"
370472,0,1,Other (Specify:)
370472,0,2,Other (Specify:)
370476,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
370488,0,1,Wrong-Way Riding or Walking
370506,0,1,None Noted
370512,0,1,Failure to Yield Right-Of-Way
370524,0,1,None Noted
370540,0,1,"Dash - Run, No Visual Obstruction Noted"
370545,0,1,None Noted
370559,0,1,"Dash - Run, No Visual Obstruction Noted"
370594,0,1,None Noted
370598,0,1,Wrong-Way Riding or Walking
370604,0,1,Wrong-Way Riding or Walking
370608,0,1,Wrong-Way Riding or Walking
370611,0,1,Wrong-Way Riding or Walking
370619,0,1,"Dash - Run, No Visual Obstruction Noted"
370623,0,1,Wrong-Way Riding or Walking
370627,0,1,Wrong-Way Riding or Walking
370630,0,1,"Dash - Run, No Visual Obstruction Noted"
370633,0,1,"Dash - Run, No Visual Obstruction Noted"
370649,0,1,Wrong-Way Riding or Walking
370651,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370656,0,1,Wrong-Way Riding or Walking
370664,0,1,Wrong-Way Riding or Walking
370665,0,1,None Noted
370673,0,1,Failure to Yield Right-Of-Way
370688,0,1,"Dash - Run, No Visual Obstruction Noted"
370690,0,1,"Dash - Run, No Visual Obstruction Noted"
370691,0,1,"Dash - Run, No Visual Obstruction Noted"
370694,0,1,"Dash - Run, No Visual Obstruction Noted"
370707,0,1,"Dash - Run, No Visual Obstruction Noted"
370727,0,1,"Dash - Run, No Visual Obstruction Noted"
370728,0,1,None Noted
370742,0,1,None Noted
370742,0,2,None Noted
370747,0,1,None Noted
370752,0,1,None Noted
370755,0,1,"Dash - Run, No Visual Obstruction Noted"
370757,0,1,"Dash - Run, No Visual Obstruction Noted"
370769,0,1,None Noted
370773,0,1,"Dash - Run, No Visual Obstruction Noted"
370779,0,1,None Noted
370780,0,1,None Noted
370786,0,1,"Dash - Run, No Visual Obstruction Noted"
370790,0,1,"Dash - Run, No Visual Obstruction Noted"
370792,0,1,"Dash - Run, No Visual Obstruction Noted"
370796,0,1,None Noted
370800,0,1,Wrong-Way Riding or Walking
370805,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
370806,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370808,0,1,Failure to Yield Right-Of-Way
370810,0,1,Wrong-Way Riding or Walking
370811,0,1,Failure to Yield Right-Of-Way
370824,0,1,None Noted
370830,0,1,Wrong-Way Riding or Walking
370847,0,1,"Dash - Run, No Visual Obstruction Noted"
370848,0,1,None Noted
370849,0,1,"Dash - Run, No Visual Obstruction Noted"
370850,0,1,"Dash - Run, No Visual Obstruction Noted"
370867,0,1,Wrong-Way Riding or Walking
370872,0,1,Wrong-Way Riding or Walking
370873,0,1,None Noted
370873,0,2,None Noted
370873,0,3,None Noted
370890,0,1,None Noted
370891,0,1,None Noted
370897,0,1,"Inattentive (Talking, Eating, Etc.)"
370897,0,1,Wrong-Way Riding or Walking
370905,0,1,None Noted
370911,0,1,"Dash - Run, No Visual Obstruction Noted"
370914,0,1,"Dash - Run, No Visual Obstruction Noted"
370918,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370921,0,1,Reported as Unknown
370923,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370923,0,1,Other (Specify:)
370923,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
370923,0,2,Other (Specify:)
370925,0,1,None Noted
370926,0,1,Failure to Yield Right-Of-Way
370926,0,1,"Dash - Run, No Visual Obstruction Noted"
370930,0,1,Wrong-Way Riding or Walking
370965,0,1,Improper Turn/Merge
370969,0,1,Wrong-Way Riding or Walking
370970,0,1,Wrong-Way Riding or Walking
370972,0,1,Wrong-Way Riding or Walking
370975,0,1,"Dash - Run, No Visual Obstruction Noted"
370998,0,1,None Noted
371010,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371010,0,1,Other (Specify:)
371029,0,1,Wrong-Way Riding or Walking
371042,0,1,"Dash - Run, No Visual Obstruction Noted"
371044,0,1,Wrong-Way Riding or Walking
371048,0,1,Wrong-Way Riding or Walking
371048,0,1,"Dash - Run, No Visual Obstruction Noted"
371060,0,1,Wrong-Way Riding or Walking
371065,0,1,"Dash - Run, No Visual Obstruction Noted"
371070,0,1,"Dash - Run, No Visual Obstruction Noted"
371072,0,1,"Dash - Run, No Visual Obstruction Noted"
371081,0,1,None Noted
371082,0,1,Failure to Keep in Proper Lane or Running Off Road
371102,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371104,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371108,0,1,"Dash - Run, No Visual Obstruction Noted"
371109,0,1,Wrong-Way Riding or Walking
371117,0,1,Failure to Yield Right-Of-Way
371121,0,1,Wrong-Way Riding or Walking
371127,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371138,0,1,Wrong-Way Riding or Walking
371138,0,2,Wrong-Way Riding or Walking
371143,0,1,"Dash - Run, No Visual Obstruction Noted"
371157,0,1,None Noted
371159,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371160,0,1,Wrong-Way Riding or Walking
371162,0,1,Wrong-Way Riding or Walking
371163,0,1,Wrong-Way Riding or Walking
371166,0,1,"Dash - Run, No Visual Obstruction Noted"
371167,0,1,None Noted
371170,0,1,"Dash - Run, No Visual Obstruction Noted"
371181,0,1,Wrong-Way Riding or Walking
371187,0,1,Failure to Yield Right-Of-Way
371188,0,1,None Noted
371189,0,1,Failure to Yield Right-Of-Way
371189,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371189,0,2,Failure to Yield Right-Of-Way
371189,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
371189,0,3,Failure to Yield Right-Of-Way
371189,0,3,"Not Visible (Dark clothing, No Lighting, etc.)"
371195,0,1,Failure to Yield Right-Of-Way
371195,0,1,Wrong-Way Riding or Walking
371195,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371209,0,1,Failure to Yield Right-Of-Way
371209,0,1,"Dash - Run, No Visual Obstruction Noted"
371209,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371210,0,1,Failure to Yield Right-Of-Way
371210,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371210,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371211,0,1,Wrong-Way Riding or Walking
371230,0,1,Failing to Have Lights on When Required
371230,0,1,Operating Without Required Equipment
371230,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371245,0,1,Wrong-Way Riding or Walking
371248,0,1,Wrong-Way Riding or Walking
371253,0,1,Wrong-Way Riding or Walking
371262,0,1,Failure to Yield Right-Of-Way
371262,0,1,Wrong-Way Riding or Walking
371265,0,1,Failure to Yield Right-Of-Way
371267,0,1,Failure to Yield Right-Of-Way
371273,0,1,Failure to Yield Right-Of-Way
371277,0,1,Failure to Yield Right-Of-Way
371286,0,1,Failure to Yield Right-Of-Way
371287,0,1,Other (Specify:)
371291,0,1,Failure to Yield Right-Of-Way
371291,0,1,Wrong-Way Riding or Walking
371291,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371292,0,1,None Noted
371294,0,1,Failure to Yield Right-Of-Way
371294,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371297,0,1,Failure to Yield Right-Of-Way
371297,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371297,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371303,0,1,Failure to Yield Right-Of-Way
371303,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371303,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371304,0,1,Failure to Yield Right-Of-Way
371304,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371305,0,1,Wrong-Way Riding or Walking
371305,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371306,0,1,Failure to Yield Right-Of-Way
371306,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371306,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371308,0,1,Failing to Have Lights on When Required
371308,0,1,Operating Without Required Equipment
371308,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371310,0,1,Failure to Yield Right-Of-Way
371310,0,1,"Dash - Run, No Visual Obstruction Noted"
371312,0,1,Failure to Yield Right-Of-Way
371312,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371312,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371316,0,1,Failure to Yield Right-Of-Way
371316,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371320,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371320,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371338,0,1,Failure to Yield Right-Of-Way
371340,0,1,Failure to Yield Right-Of-Way
371345,0,1,Failure to Yield Right-Of-Way
371345,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371348,0,1,Failure to Yield Right-Of-Way
371348,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371358,0,1,Failure to Yield Right-Of-Way
371366,0,1,Failure to Yield Right-Of-Way
371366,0,1,"Dash - Run, No Visual Obstruction Noted"
371373,0,1,None Noted
371377,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371383,0,1,None Noted
371384,0,1,Failure to Yield Right-Of-Way
371384,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371389,0,1,Failure to Yield Right-Of-Way
371389,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371392,0,1,Failure to Yield Right-Of-Way
371392,0,1,"Dash - Run, No Visual Obstruction Noted"
371392,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371397,0,1,Failure to Yield Right-Of-Way
371397,0,1,Entering/Exiting Parked or Stopped Vehicle
371397,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371403,0,1,Failure to Yield Right-Of-Way
371403,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371420,0,1,Failure to Yield Right-Of-Way
371420,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371421,0,1,Failure to Yield Right-Of-Way
371421,0,1,"Inattentive (Talking, Eating, Etc.)"
371421,0,1,"Dash - Run, No Visual Obstruction Noted"
371421,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371422,0,1,Failure to Yield Right-Of-Way
371422,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371422,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371425,0,1,Failure to Yield Right-Of-Way
371425,0,1,Wrong-Way Riding or Walking
371425,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371427,0,1,Failure to Yield Right-Of-Way
371427,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
371427,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371428,0,1,Failure to Yield Right-Of-Way
371428,0,1,Wrong-Way Riding or Walking
371428,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371433,0,1,None Noted
371440,0,1,Failure to Yield Right-Of-Way
371440,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371441,0,1,Failure to Yield Right-Of-Way
371441,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371441,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371442,0,1,Failure to Yield Right-Of-Way
371442,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371443,0,1,Failure to Yield Right-Of-Way
371443,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371444,0,1,Failure to Yield Right-Of-Way
371444,0,1,Wrong-Way Riding or Walking
371448,0,1,Failure to Yield Right-Of-Way
371448,0,1,"Dash - Run, No Visual Obstruction Noted"
371448,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371456,0,1,Failure to Yield Right-Of-Way
371456,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371458,0,1,Failure to Yield Right-Of-Way
371466,0,1,Failure to Yield Right-Of-Way
371466,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371466,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371469,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371476,0,1,Failure to Yield Right-Of-Way
371476,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371480,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371490,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371491,0,1,None Noted
371493,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371498,0,1,"Dash - Run, No Visual Obstruction Noted"
371499,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371501,0,1,"Dash - Run, No Visual Obstruction Noted"
371503,0,1,Failure to Yield Right-Of-Way
371503,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
371506,0,1,Failure to Yield Right-Of-Way
371506,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
371506,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
371522,0,1,"Dash - Run, No Visual Obstruction Noted"
371523,0,1,"Dash - Run, No Visual Obstruction Noted"
371528,0,1,None Noted
371529,0,1,"Dash - Run, No Visual Obstruction Noted"
371530,0,1,Wrong-Way Riding or Walking
371532,0,1,"Dash - Run, No Visual Obstruction Noted"
371533,0,1,Wrong-Way Riding or Walking
371536,0,1,"Dash - Run, No Visual Obstruction Noted"
371538,0,1,None Noted
371544,0,1,None Noted
380007,0,1,Failure to Yield Right-Of-Way
380007,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
380007,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
380025,0,1,Reported as Unknown
380025,0,2,Reported as Unknown
380031,0,1,None Noted
380033,0,1,Failure to Yield Right-Of-Way
380051,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
380076,0,1,Failure to Yield Right-Of-Way
380076,0,1,"Inattentive (Talking, Eating, Etc.)"
380093,0,1,Reported as Unknown
390001,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390001,0,1,Wrong-Way Riding or Walking
390025,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390025,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390026,0,1,None Noted
390026,0,2,None Noted
390034,0,1,Failure to Yield Right-Of-Way
390034,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390038,0,1,Failure to Yield Right-Of-Way
390047,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390047,0,1,Failure to Yield Right-Of-Way
390066,0,1,Failure to Yield Right-Of-Way
390066,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390069,0,1,Failure to Yield Right-Of-Way
390069,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390073,0,1,Wrong-Way Riding or Walking
390077,0,1,Failure to Yield Right-Of-Way
390077,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390080,0,1,Reported as Unknown
390085,0,1,Reported as Unknown
390088,0,1,Failure to Yield Right-Of-Way
390088,0,1,"Dash - Run, No Visual Obstruction Noted"
390094,0,1,Contributing Circumstance - No Details
390107,0,1,Failure to Yield Right-Of-Way
390108,0,1,None Noted
390114,0,1,Failure to Yield Right-Of-Way
390143,0,1,Failure to Yield Right-Of-Way
390154,0,1,Failure to Yield Right-Of-Way
390154,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390165,0,1,None Noted
390165,0,2,None Noted
390165,0,3,None Noted
390165,0,4,None Noted
390165,0,5,None Noted
390171,0,1,Failure to Yield Right-Of-Way
390186,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390186,0,1,Wrong-Way Riding or Walking
390186,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390191,0,1,Failure to Yield Right-Of-Way
390197,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390197,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390203,0,1,Contributing Circumstance - No Details
390209,0,1,None Noted
390210,0,1,Failure to Yield Right-Of-Way
390210,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390214,0,1,Failure to Yield Right-Of-Way
390232,0,1,Reported as Unknown
390232,0,2,Reported as Unknown
390241,0,1,None Noted
390241,0,2,"Inattentive (Talking, Eating, Etc.)"
390250,0,1,Failure to Yield Right-Of-Way
390250,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390250,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390254,0,1,Failure to Yield Right-Of-Way
390254,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390255,0,1,Reported as Unknown
390255,0,2,Making Improper Entry to or Exit From Trafficway
390259,0,1,None Noted
390271,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390297,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390300,0,1,None Noted
390307,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390320,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390321,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390325,0,1,Reported as Unknown
390328,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390328,0,2,None Noted
390340,0,1,"Dash - Run, No Visual Obstruction Noted"
390340,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390341,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390348,0,1,Failure to Yield Right-Of-Way
390362,0,1,Wrong-Way Riding or Walking
390362,0,2,Wrong-Way Riding or Walking
390363,0,1,"Dash - Run, No Visual Obstruction Noted"
390363,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390373,0,1,None Noted
390374,0,1,Failure to Yield Right-Of-Way
390374,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390377,0,1,Failure to Yield Right-Of-Way
390381,0,1,Wrong-Way Riding or Walking
390382,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390391,0,1,Failure to Yield Right-Of-Way
390391,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390398,0,1,Dart-Out - Visual Obstruction Noted
390400,0,1,Reported as Unknown
390421,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390424,0,1,Entering/Exiting Parked or Stopped Vehicle
390438,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390465,0,1,Failure to Yield Right-Of-Way
390466,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390475,0,1,"Dash - Run, No Visual Obstruction Noted"
390475,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390485,0,1,Improper Turn/Merge
390499,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390500,0,1,Failure to Yield Right-Of-Way
390500,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390502,0,1,Reported as Unknown
390513,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390528,0,1,"Dash - Run, No Visual Obstruction Noted"
390528,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390529,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390534,0,1,Wrong-Way Riding or Walking
390541,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390573,0,1,None Noted
390575,0,1,Failure to Yield Right-Of-Way
390578,0,1,Wrong-Way Riding or Walking
390593,0,1,None Noted
390593,0,2,None Noted
390593,0,3,None Noted
390593,0,4,None Noted
390595,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390597,0,1,Reported as Unknown
390599,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390602,0,1,Failure to Yield Right-Of-Way
390603,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390613,0,1,None Noted
