ST_CASE,VEH_NO,DRIVER_DISTRACTION
40104,1,Reported as Unknown if Distracted
40105,1,Reported as Unknown if Distracted
40106,1,Reported as Unknown if Distracted
40106,2,Reported as Unknown if Distracted
40107,1,
40108,1,Reported as Unknown if Distracted
40108,2,Not Distracted
40109,1,Reported as Unknown if Distracted
40109,2,Reported as Unknown if Distracted
40110,1,Not Distracted
40111,1,Not Distracted
40112,1,Reported as Unknown if Distracted
40112,2,Not Distracted
40113,1,Reported as Unknown if Distracted
40114,1,Not Distracted
40114,2,Reported as Unknown if Distracted
40115,1,Not Distracted
40116,1,Reported as Unknown if Distracted
40116,2,Not Distracted
40117,1,Not Distracted
40118,1,Reported as Unknown if Distracted
40118,2,Reported as Unknown if Distracted
40118,3,Reported as Unknown if Distracted
40119,1,Reported as Unknown if Distracted
40119,2,Not Distracted
40119,3,Reported as Unknown if Distracted
40120,1,Reported as Unknown if Distracted
40121,1,Not Distracted
40122,1,Reported as Unknown if Distracted
40122,2,While Talking or Listening to Mobile Phone
40123,1,Not Distracted
40124,1,Not Distracted
40124,2,Not Distracted
40125,1,Not Distracted
40125,2,Not Distracted
40126,1,Reported as Unknown if Distracted
40126,2,Not Distracted
40127,1,Reported as Unknown if Distracted
40127,2,Not Distracted
40128,1,Not Distracted
40129,1,Not Distracted
40129,2,Not Distracted
40130,1,Reported as Unknown if Distracted
40130,2,Reported as Unknown if Distracted
40131,1,Reported as Unknown if Distracted
40131,2,No Driver Present/Unknown if Driver present
40132,1,Not Distracted
40133,1,Reported as Unknown if Distracted
40133,2,Not Distracted
40134,1,Reported as Unknown if Distracted
40134,2,Not Distracted
40135,1,Reported as Unknown if Distracted
40136,1,Reported as Unknown if Distracted
40137,1,Not Distracted
40138,1,Reported as Unknown if Distracted
40139,1,Reported as Unknown if Distracted
40139,2,Not Distracted
40140,1,Reported as Unknown if Distracted
40141,1,Other Distraction [Specify:]
40142,1,Reported as Unknown if Distracted
40143,1,Reported as Unknown if Distracted
40143,2,Not Distracted
40143,3,Not Distracted
40144,1,"Distraction (Distracted), Details Unknown"
40144,2,No Driver Present/Unknown if Driver present
40145,1,"Distracted by Outside Person, Object or Event"
40146,1,Not Distracted
40147,1,Reported as Unknown if Distracted
40147,2,Not Distracted
40148,1,Reported as Unknown if Distracted
40148,2,Not Distracted
40149,1,Reported as Unknown if Distracted
40150,1,Reported as Unknown if Distracted
40151,1,Reported as Unknown if Distracted
40152,1,Reported as Unknown if Distracted
40153,1,Not Distracted
40154,1,Reported as Unknown if Distracted
40154,2,Reported as Unknown if Distracted
40155,1,Not Distracted
40156,1,Not Distracted
40157,1,Reported as Unknown if Distracted
40158,1,Reported as Unknown if Distracted
40158,2,Not Distracted
40158,3,Not Distracted
40159,1,Not Distracted
40160,1,Not Distracted
40160,2,Reported as Unknown if Distracted
40161,1,Not Distracted
40162,1,Reported as Unknown if Distracted
40163,1,Not Distracted
40164,1,Reported as Unknown if Distracted
40164,2,Not Distracted
40165,1,Reported as Unknown if Distracted
40166,1,Reported as Unknown if Distracted
40166,2,Not Distracted
40166,3,Not Distracted
40166,4,Not Distracted
40167,1,Not Distracted
40167,2,Reported as Unknown if Distracted
40168,1,Not Distracted
40168,2,Reported as Unknown if Distracted
40169,1,Not Distracted
40169,2,Not Distracted
40169,3,Not Distracted
40170,1,Not Distracted
40170,2,Not Distracted
40171,1,Reported as Unknown if Distracted
40171,2,Not Distracted
40172,1,Reported as Unknown if Distracted
40172,2,Not Distracted
40173,1,Reported as Unknown if Distracted
40173,2,Not Distracted
40174,1,Reported as Unknown if Distracted
40174,2,Reported as Unknown if Distracted
40175,1,Not Distracted
40176,1,Reported as Unknown if Distracted
40178,1,Not Distracted
40178,2,Not Distracted
40179,1,Not Distracted
40179,2,Reported as Unknown if Distracted
40179,3,Not Distracted
40179,4,Not Distracted
40180,1,Reported as Unknown if Distracted
40181,1,Reported as Unknown if Distracted
40181,2,Reported as Unknown if Distracted
40182,1,Reported as Unknown if Distracted
40183,1,Not Distracted
40185,1,Reported as Unknown if Distracted
40185,2,Not Distracted
40186,1,While Using or Reaching for Device/Object Brought into Vehicle
40186,2,Reported as Unknown if Distracted
40187,1,Not Distracted
40187,2,Not Distracted
40188,1,Reported as Unknown if Distracted
40188,2,Not Distracted
40188,3,Not Distracted
40188,4,Not Distracted
40188,5,Not Distracted
40188,6,Not Distracted
40188,7,Not Distracted
40189,1,Reported as Unknown if Distracted
40190,1,Not Distracted
40190,2,Not Distracted
40190,3,Not Distracted
40190,4,Not Distracted
40191,1,Not Distracted
40192,1,Not Distracted
40192,2,Not Distracted
40193,1,Reported as Unknown if Distracted
40194,1,Not Distracted
40194,2,Not Distracted
40195,1,Not Distracted
40195,2,Reported as Unknown if Distracted
40196,1,Reported as Unknown if Distracted
40196,2,Reported as Unknown if Distracted
40197,1,Reported as Unknown if Distracted
40198,1,Reported as Unknown if Distracted
40198,2,Not Distracted
40198,3,Not Distracted
40199,1,Not Distracted
40200,1,Not Distracted
40201,1,Reported as Unknown if Distracted
40202,1,Reported as Unknown if Distracted
40202,2,Not Distracted
40203,1,Not Distracted
40203,2,Not Distracted
40204,1,Not Distracted
40205,1,Reported as Unknown if Distracted
40206,1,Reported as Unknown if Distracted
40207,1,Not Distracted
40208,1,Reported as Unknown if Distracted
40209,1,Reported as Unknown if Distracted
40210,1,Reported as Unknown if Distracted
40211,1,"Distracted by Outside Person, Object or Event"
40212,1,Not Distracted
40212,2,Not Distracted
40213,1,Not Distracted
40214,1,While Using Other Component/Controls Integral to Vehicle
40214,2,Not Distracted
40215,1,Not Distracted
40215,2,Not Distracted
40216,1,Not Distracted
40216,2,Not Distracted
40217,1,Not Distracted
40218,1,Reported as Unknown if Distracted
40218,2,Not Distracted
40218,3,Not Distracted
40219,1,Reported as Unknown if Distracted
40219,2,Not Distracted
40220,1,Reported as Unknown if Distracted
40220,2,Not Distracted
40220,3,Not Distracted
40221,1,Reported as Unknown if Distracted
40222,1,Reported as Unknown if Distracted
40223,1,Not Distracted
40224,1,Not Distracted
40224,2,Reported as Unknown if Distracted
40225,1,Not Distracted
40226,1,Reported as Unknown if Distracted
40227,1,Not Distracted
40227,2,"Distracted by Outside Person, Object or Event"
40227,3,Not Distracted
40227,4,Not Distracted
40228,1,Reported as Unknown if Distracted
40229,1,Reported as Unknown if Distracted
40230,1,Not Distracted
40231,1,Reported as Unknown if Distracted
40232,1,While Using or Reaching for Device/Object Brought into Vehicle
40233,1,Reported as Unknown if Distracted
40233,2,Reported as Unknown if Distracted
40234,1,Reported as Unknown if Distracted
40234,2,Not Distracted
40235,1,Reported as Unknown if Distracted
40235,2,Not Distracted
40236,1,Not Distracted
40237,1,Not Distracted
40237,2,Not Distracted
40238,1,Not Distracted
40239,1,Not Distracted
40239,2,Reported as Unknown if Distracted
40240,1,Not Distracted
40241,1,Reported as Unknown if Distracted
40241,2,Not Distracted
40241,3,Not Distracted
40242,1,Not Distracted
40243,1,Reported as Unknown if Distracted
40244,1,Reported as Unknown if Distracted
40244,2,Reported as Unknown if Distracted
40245,1,Reported as Unknown if Distracted
40246,1,Reported as Unknown if Distracted
40246,3,Not Distracted
40247,1,Not Distracted
40247,2,Not Distracted
40248,1,Not Distracted
40249,1,Reported as Unknown if Distracted
40249,2,Not Distracted
40249,3,Not Distracted
40249,4,Not Distracted
40250,1,Reported as Unknown if Distracted
40250,2,Not Distracted
40251,1,"Distraction (Distracted), Details Unknown"
40252,1,Reported as Unknown if Distracted
40252,2,Reported as Unknown if Distracted
40253,1,Reported as Unknown if Distracted
40254,1,Reported as Unknown if Distracted
40254,2,Not Distracted
40255,1,Not Distracted
40256,1,Reported as Unknown if Distracted
40256,2,Reported as Unknown if Distracted
40257,1,Reported as Unknown if Distracted
40258,1,Reported as Unknown if Distracted
40258,2,Not Distracted
40259,1,Not Distracted
40259,2,Not Distracted
40259,3,Not Distracted
40259,4,Not Distracted
40260,1,Reported as Unknown if Distracted
40260,2,Reported as Unknown if Distracted
40261,1,Reported as Unknown if Distracted
40262,1,Reported as Unknown if Distracted
40263,1,Not Distracted
40264,1,Reported as Unknown if Distracted
40264,2,Not Distracted
40265,1,Not Distracted
40265,2,Not Distracted
40265,3,Not Distracted
40265,4,Not Distracted
40266,1,Reported as Unknown if Distracted
40266,2,Not Distracted
40266,3,Not Distracted
40267,1,Reported as Unknown if Distracted
40267,2,Not Distracted
40267,3,Not Distracted
40268,1,Reported as Unknown if Distracted
40268,2,Reported as Unknown if Distracted
40269,1,Not Distracted
40269,2,Not Distracted
40269,3,Not Distracted
40269,4,Not Distracted
40270,1,Not Distracted
40270,2,Not Distracted
40271,1,Not Distracted
40272,1,Reported as Unknown if Distracted
40272,2,Not Distracted
40273,1,Reported as Unknown if Distracted
40274,1,Not Distracted
40274,2,Not Distracted
40274,3,Not Distracted
40275,1,Not Distracted
40275,2,Not Distracted
40276,1,Reported as Unknown if Distracted
40277,1,Reported as Unknown if Distracted
40278,1,Reported as Unknown if Distracted
40279,1,Reported as Unknown if Distracted
40280,1,Reported as Unknown if Distracted
40280,2,Not Distracted
40281,1,Reported as Unknown if Distracted
40281,2,Reported as Unknown if Distracted
40282,1,Reported as Unknown if Distracted
40282,2,Not Distracted
40283,1,Not Distracted
40284,1,Reported as Unknown if Distracted
40285,1,Not Distracted
40286,1,Reported as Unknown if Distracted
40287,1,Reported as Unknown if Distracted
40288,1,Reported as Unknown if Distracted
40288,2,Reported as Unknown if Distracted
40289,1,Not Distracted
40289,2,Not Distracted
40290,1,Reported as Unknown if Distracted
40291,1,Not Distracted
40291,2,Not Distracted
40291,3,Not Distracted
40293,1,Not Distracted
40294,1,Not Distracted
40295,1,Reported as Unknown if Distracted
40295,2,Reported as Unknown if Distracted
40296,1,Reported as Unknown if Distracted
40297,1,No Driver Present/Unknown if Driver present
40297,2,Not Distracted
40298,1,Not Distracted
40298,2,Not Distracted
40298,3,Not Distracted
40299,1,Not Distracted
40300,1,Reported as Unknown if Distracted
40301,1,Not Distracted
40302,1,Reported as Unknown if Distracted
40302,2,Not Distracted
40303,1,Reported as Unknown if Distracted
40304,1,Reported as Unknown if Distracted
40304,2,Not Distracted
40305,1,Not Distracted
40306,1,Not Distracted
40307,1,Not Distracted
40307,2,Reported as Unknown if Distracted
40309,1,Not Distracted
40310,1,Reported as Unknown if Distracted
40311,1,Reported as Unknown if Distracted
40312,1,Reported as Unknown if Distracted
40313,1,Not Distracted
40314,1,Reported as Unknown if Distracted
40314,2,Not Distracted
40314,3,Not Distracted
40315,1,Reported as Unknown if Distracted
40316,1,Reported as Unknown if Distracted
40317,1,Not Distracted
40318,1,Not Distracted
40318,2,Reported as Unknown if Distracted
40319,1,Reported as Unknown if Distracted
40320,1,Not Distracted
40320,2,Reported as Unknown if Distracted
40321,1,Reported as Unknown if Distracted
40321,2,Not Distracted
40322,1,Not Distracted
40322,2,Reported as Unknown if Distracted
40323,1,Not Distracted
40324,1,"Distracted by Outside Person, Object or Event"
40325,1,Reported as Unknown if Distracted
40325,2,Not Distracted
40326,1,Reported as Unknown if Distracted
40326,2,Reported as Unknown if Distracted
40327,1,Reported as Unknown if Distracted
40327,2,Not Distracted
40328,1,Reported as Unknown if Distracted
40329,1,Reported as Unknown if Distracted
40330,1,
40331,1,Reported as Unknown if Distracted
40332,1,Not Distracted
40333,1,Reported as Unknown if Distracted
40333,2,Not Distracted
40334,1,Reported as Unknown if Distracted
40335,1,Not Distracted
40335,2,Reported as Unknown if Distracted
40335,3,Not Distracted
40336,1,Reported as Unknown if Distracted
40337,1,
40338,1,Reported as Unknown if Distracted
40339,1,Reported as Unknown if Distracted
40339,2,Not Distracted
40340,1,Reported as Unknown if Distracted
40340,2,Reported as Unknown if Distracted
40342,1,Reported as Unknown if Distracted
40342,2,Not Distracted
40343,1,Not Distracted
40343,2,Reported as Unknown if Distracted
40344,1,Reported as Unknown if Distracted
40345,1,Not Distracted
40346,1,Reported as Unknown if Distracted
40347,1,Reported as Unknown if Distracted
40348,1,Not Distracted
40349,1,Reported as Unknown if Distracted
40350,1,Not Distracted
40351,1,Reported as Unknown if Distracted
40352,1,Not Distracted
40352,2,Not Distracted
40353,1,Reported as Unknown if Distracted
40354,1,Not Distracted
40355,1,Reported as Unknown if Distracted
40355,2,Not Distracted
40356,1,"Distraction (Distracted), Details Unknown"
40357,1,Reported as Unknown if Distracted
40358,1,Reported as Unknown if Distracted
40359,1,Not Distracted
40360,1,Not Distracted
40361,1,Not Distracted
40362,1,Not Distracted
40362,2,Not Distracted
40363,1,Reported as Unknown if Distracted
40364,1,"Distraction (Distracted), Details Unknown"
40365,1,Reported as Unknown if Distracted
40366,1,Not Distracted
40366,2,Not Distracted
40367,1,Reported as Unknown if Distracted
40367,2,Reported as Unknown if Distracted
40367,3,Not Distracted
40368,1,Not Distracted
40369,1,Not Distracted
40370,1,Reported as Unknown if Distracted
40370,2,Not Distracted
40371,1,"Distraction (Distracted), Details Unknown"
40372,1,Reported as Unknown if Distracted
40373,1,Reported as Unknown if Distracted
40374,1,Reported as Unknown if Distracted
40375,1,Reported as Unknown if Distracted
40375,2,Reported as Unknown if Distracted
40376,1,Reported as Unknown if Distracted
40377,1,Not Distracted
40378,1,Not Distracted
40378,2,Not Distracted
40379,1,Not Distracted
40380,1,Reported as Unknown if Distracted
40381,1,Not Distracted
40382,1,Not Distracted
40382,2,Not Distracted
40382,3,Not Distracted
40382,4,Not Distracted
40383,1,Reported as Unknown if Distracted
40383,2,Not Distracted
40384,1,Reported as Unknown if Distracted
40384,2,Reported as Unknown if Distracted
40384,3,Not Distracted
40385,1,Not Distracted
40385,2,Not Distracted
40386,1,Reported as Unknown if Distracted
40387,1,Not Distracted
40387,2,Not Distracted
40388,1,Not Distracted
40389,1,Not Distracted
40389,2,Reported as Unknown if Distracted
40390,1,Reported as Unknown if Distracted
40391,1,Not Distracted
40391,2,Not Distracted
40392,1,No Driver Present/Unknown if Driver present
40392,2,Reported as Unknown if Distracted
40393,1,Reported as Unknown if Distracted
40394,1,Reported as Unknown if Distracted
40395,1,Not Distracted
40396,1,Reported as Unknown if Distracted
40396,2,Not Distracted
40397,1,Reported as Unknown if Distracted
40398,1,Reported as Unknown if Distracted
40399,1,Reported as Unknown if Distracted
40401,1,Reported as Unknown if Distracted
40402,1,No Driver Present/Unknown if Driver present
40402,2,No Driver Present/Unknown if Driver present
40402,3,Reported as Unknown if Distracted
40402,4,Reported as Unknown if Distracted
40404,1,"Distracted by Outside Person, Object or Event"
40405,1,Reported as Unknown if Distracted
40405,2,Not Distracted
40406,1,Not Distracted
40407,1,Reported as Unknown if Distracted
40408,1,Reported as Unknown if Distracted
40409,1,Reported as Unknown if Distracted
40409,2,Reported as Unknown if Distracted
40409,3,Reported as Unknown if Distracted
40410,1,Reported as Unknown if Distracted
40410,2,Not Distracted
40411,1,Not Distracted
40411,2,Reported as Unknown if Distracted
40412,1,Not Distracted
40413,1,Not Distracted
40413,2,Not Distracted
40414,1,Reported as Unknown if Distracted
40414,2,Not Distracted
40416,1,Reported as Unknown if Distracted
40417,1,Reported as Unknown if Distracted
40418,1,Reported as Unknown if Distracted
40418,2,Reported as Unknown if Distracted
40419,1,Reported as Unknown if Distracted
40420,1,Reported as Unknown if Distracted
40421,1,Reported as Unknown if Distracted
40422,1,Reported as Unknown if Distracted
40422,2,Reported as Unknown if Distracted
40423,1,Reported as Unknown if Distracted
40423,2,Not Distracted
40424,1,Not Distracted
40425,1,Reported as Unknown if Distracted
40425,2,Reported as Unknown if Distracted
40426,1,Reported as Unknown if Distracted
40428,1,Reported as Unknown if Distracted
40429,1,Reported as Unknown if Distracted
40429,2,Not Distracted
40430,1,Reported as Unknown if Distracted
40430,2,Reported as Unknown if Distracted
40431,1,Reported as Unknown if Distracted
40431,2,Not Distracted
40432,1,While Manipulating Mobile Phone
40432,1,Eating or Drinking
40433,1,Reported as Unknown if Distracted
40433,2,Not Distracted
40434,1,Reported as Unknown if Distracted
40435,1,Reported as Unknown if Distracted
40435,2,Reported as Unknown if Distracted
40436,1,Not Distracted
40437,1,Reported as Unknown if Distracted
40437,2,Not Distracted
40438,1,Reported as Unknown if Distracted
40438,2,Not Distracted
40439,1,Reported as Unknown if Distracted
40439,2,Not Distracted
40440,1,Not Distracted
40441,1,Not Distracted
40442,1,Reported as Unknown if Distracted
40443,1,"Distraction (Distracted), Details Unknown"
40443,2,No Driver Present/Unknown if Driver present
40444,1,Reported as Unknown if Distracted
40445,1,Reported as Unknown if Distracted
40446,1,Reported as Unknown if Distracted
40447,1,Reported as Unknown if Distracted
40447,2,Reported as Unknown if Distracted
40448,1,Not Distracted
40448,2,Not Distracted
40449,1,Reported as Unknown if Distracted
40449,2,While Using or Reaching for Device/Object Brought into Vehicle
40450,1,"Distraction (Distracted), Details Unknown"
40450,2,Not Distracted
40451,1,Not Distracted
40452,1,Reported as Unknown if Distracted
40452,2,Not Distracted
40453,1,Not Distracted
40453,2,Not Distracted
40453,3,Not Distracted
40454,1,Reported as Unknown if Distracted
40454,2,Not Distracted
40455,1,Reported as Unknown if Distracted
40456,1,Not Distracted
40457,1,Not Distracted
40457,2,Not Distracted
40458,1,Reported as Unknown if Distracted
40459,1,Reported as Unknown if Distracted
40460,1,Not Distracted
40460,2,Not Distracted
40461,1,Reported as Unknown if Distracted
40462,1,Reported as Unknown if Distracted
40462,2,Reported as Unknown if Distracted
40462,3,
40463,1,Not Distracted
40463,2,Not Distracted
40464,1,Reported as Unknown if Distracted
40465,1,Reported as Unknown if Distracted
40467,1,Reported as Unknown if Distracted
40468,1,Not Distracted
40469,1,Not Distracted
40470,1,Not Distracted
40470,2,Not Distracted
40471,1,Reported as Unknown if Distracted
40472,1,Reported as Unknown if Distracted
40472,2,Not Distracted
40473,1,Reported as Unknown if Distracted
40473,2,Reported as Unknown if Distracted
40474,1,Reported as Unknown if Distracted
40474,2,Not Distracted
40475,1,Not Distracted
40476,1,Not Distracted
40477,1,Reported as Unknown if Distracted
40478,1,While Talking or Listening to Mobile Phone
40479,1,Reported as Unknown if Distracted
40480,1,Not Distracted
40481,1,Reported as Unknown if Distracted
40482,1,Reported as Unknown if Distracted
40483,1,Reported as Unknown if Distracted
40483,2,Not Distracted
40484,1,"Distracted by Outside Person, Object or Event"
40484,2,Not Distracted
40485,1,Reported as Unknown if Distracted
40486,1,Reported as Unknown if Distracted
40486,2,Not Distracted
40487,1,Not Distracted
40487,2,Reported as Unknown if Distracted
40488,1,By Other Occupant(s)
40488,2,Not Distracted
40489,1,Not Distracted
40489,2,Not Distracted
40490,1,Reported as Unknown if Distracted
40490,2,Not Distracted
40491,1,Reported as Unknown if Distracted
40492,1,Reported as Unknown if Distracted
40493,1,
40494,1,Reported as Unknown if Distracted
40494,2,Not Distracted
40495,1,Not Distracted
40495,2,Reported as Unknown if Distracted
40496,1,Reported as Unknown if Distracted
40496,2,Not Distracted
40497,1,Not Distracted
40497,2,Not Distracted
40498,1,Reported as Unknown if Distracted
40499,1,Not Distracted
40499,2,Not Distracted
40500,1,
40501,1,By Other Occupant(s)
40501,2,Not Distracted
40502,1,Not Distracted
40503,1,Reported as Unknown if Distracted
40504,1,
40505,1,Reported as Unknown if Distracted
40505,2,Not Distracted
40506,1,Reported as Unknown if Distracted
40507,1,Not Distracted
40508,1,Reported as Unknown if Distracted
40508,2,Reported as Unknown if Distracted
40509,1,Reported as Unknown if Distracted
