ST_CASE,VEH_NO,VIOLATION
482981,1,"Inattentive, careless, improper driving, driving without due care"
482981,1,"Fail to give aid, info., wait for police after crash"
482982,1,None
482983,1,None
482984,1,None
482985,1,None
482986,1,None
482986,2,None
482987,1,Illegal possession of alcohol or drugs
482987,1,Manslaughter or homicide
482987,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
482989,1,"Hit-and-run, fail to stop after crash"
482989,2,Driving uninsured vehicle
482990,1,None
482991,1,"Speed related violations, generally"
482991,2,None
482991,3,None
482991,4,None
482992,1,None
482992,2,Manslaughter or homicide
482992,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
482993,1,None
482994,1,None
482994,2,None
482995,1,Fail to yield generally
482995,2,None
482996,1,"Speed related violations, generally"
482996,1,Other driver license violations
482997,1,None
482998,1,None
482999,1,None
482999,2,None
483000,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483001,1,None
483001,2,None
483002,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483002,1,Manslaughter or homicide
483002,2,None
483003,1,None
483004,1,None
483004,2,None
483005,1,None
483005,2,None
483005,3,None
483006,1,None
483006,2,None
483007,1,Manslaughter or homicide
483007,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483007,2,None
483008,1,None
483008,2,None
483008,3,None
483009,1,Serious violation resulting in death
483009,1,Other driver license violations
483009,1,Driving uninsured vehicle
483009,2,None
483009,3,None
483010,1,None
483010,2,None
483011,1,None
483011,2,None
483011,3,None
483012,1,None
483013,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483014,1,None
483015,1,Manslaughter or homicide
483016,1,Manslaughter or homicide
483016,1,Willful reckless driving; driving to endanger; negligent driving
483016,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483016,1,Vehicle registration violations
483016,1,Failure to require restraint use (by self or passengers)
483016,2,None
483017,1,None
483017,2,None
483018,1,None
483019,1,None
483019,2,None
483020,1,None
483021,1,None
483021,2,
483022,1,None
483023,1,None
483023,2,None
483024,1,None
483025,1,None
483026,1,None
483026,2,None
483027,1,None
483028,1,None
483028,2,None
483029,1,None
483030,1,None
483030,2,None
483031,1,Manslaughter or homicide
483031,1,"Improper, unsafe passing"
483031,2,None
483032,1,None
483033,1,None
483034,1,None
483035,1,None
483036,1,None
483036,2,None
483037,1,None
483038,1,None
483039,1,None
483039,2,None
483040,1,None
483041,1,None
483042,1,None
483042,2,None
483043,1,None
483043,2,None
483044,1,None
483044,2,None
483045,1,
483045,2,None
483046,1,None
483047,1,None
483048,1,None
483049,1,None
483050,1,None
483051,1,None
483051,2,None
483052,1,None
483053,1,None
483054,1,None
483055,1,None
483056,1,None
483057,1,None
483058,1,None
483059,1,None
483059,2,None
483060,1,None
483061,1,None
483062,1,None
483063,1,None
483063,2,None
483064,1,None
483065,1,None
483066,1,None
483066,2,None
483066,3,Driving uninsured vehicle
483066,4,None
483067,1,None
483067,2,None
483067,3,None
483068,1,None
483069,1,None
483070,1,None
483070,2,None
483071,1,None
483071,2,None
483072,1,None
483072,2,None
483072,3,None
483072,4,None
483073,1,None
483073,2,None
483073,3,None
483074,1,None
483075,1,None
483075,2,None
483076,1,None
483077,1,None
483077,2,None
483078,1,None
483079,1,None
483079,2,None
483080,1,Driving while license withdrawn
483080,1,Driving uninsured vehicle
483081,1,None
483081,2,None
483082,1,None
483083,1,None
483084,1,None
483084,2,None
483085,1,None
483086,1,None
483086,2,None
483086,3,None
483087,1,None
483087,2,None
483088,1,Manslaughter or homicide
483088,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483089,1,Fail to obey traffic control device
483089,1,Driving uninsured vehicle
483089,2,None
483091,1,None
483092,1,None
483092,2,None
483093,1,None
483094,1,None
483094,2,None
483095,1,None
483096,1,None
483096,2,None
483097,1,None
483097,2,None
483098,1,None
483098,2,None
483100,1,None
483100,2,None
483101,1,None
483102,1,None
483102,2,None
483102,3,None
483103,1,None
483103,2,None
483104,1,None
483105,1,None
483106,1,None
483106,2,None
483107,1,None
483108,1,None
483108,2,None
483109,1,None
483110,1,Manslaughter or homicide
483110,1,Willful reckless driving; driving to endanger; negligent driving
483110,2,None
483111,1,None
483112,1,Manslaughter or homicide
483112,1,Willful reckless driving; driving to endanger; negligent driving
483112,2,None
483112,3,None
483113,1,None
483113,2,None
483114,1,None
483115,1,None
483116,1,Manslaughter or homicide
483116,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483116,2,None
483117,1,None
483117,2,Manslaughter or homicide
483118,1,None
483118,2,None
483119,1,None
483120,1,None
483122,1,None
483123,1,None
483123,2,None
483123,3,None
483124,1,None
483125,1,Manslaughter or homicide
483125,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483125,1,"Lane violations, generally"
483125,1,Failure to require restraint use (by self or passengers)
483125,2,None
483126,1,Manslaughter or homicide
483126,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483127,1,None
483127,2,None
483127,3,None
483127,4,None
483128,1,None
483129,1,None
483129,2,None
483130,1,None
483131,1,Fail to yield generally
483131,2,None
483132,1,Manslaughter or homicide
483132,1,Willful reckless driving; driving to endanger; negligent driving
483132,2,None
483133,1,None
483134,1,Illegal possession of alcohol or drugs
483134,2,None
483135,1,None
483135,2,None
483136,1,None
483137,1,None
483138,1,None
483138,2,None
483138,3,None
483139,1,None
483139,2,None
483140,1,Manslaughter or homicide
483140,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483141,1,None
483141,2,None
483142,1,"Lane violations, generally"
483142,2,None
483142,3,Other driver license violations
483143,1,None
483143,2,None
483144,1,None
483145,1,None
483147,1,None
483148,1,Manslaughter or homicide
483148,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483149,1,None
483150,1,Manslaughter or homicide
483150,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483150,2,None
483151,1,Manslaughter or homicide
483151,2,None
483152,1,"Turn, yield, signaling violations generally"
483152,2,None
483153,1,None
483153,2,None
483153,3,None
483154,1,None
483154,2,None
483155,1,None
483155,2,None
483156,1,None
483156,2,None
483157,1,None
483157,2,Fail to yield generally
483158,1,None
483158,2,None
483159,1,None
483160,1,None
483161,1,None
483162,1,None
483162,2,None
483163,1,"Hit-and-run, fail to stop after crash"
483164,1,None
483165,1,None
483167,1,None
483168,1,None
483168,2,None
483169,1,None
483170,1,None
483171,1,Manslaughter or homicide
483171,1,Willful reckless driving; driving to endanger; negligent driving
483171,1,Serious violation resulting in death
483171,1,"Other moving violation (coasting, backing, opening door)"
483171,2,None
483171,3,None
483172,1,None
483173,1,None
483173,2,None
483174,1,None
483175,1,None
483176,1,None
483177,1,None
483178,1,None
483179,1,None
483180,1,None
483180,2,None
483181,1,None
483181,2,None
483182,1,None
483183,1,None
483183,2,None
483184,1,None
483185,1,None
483185,2,None
483186,1,None
483187,1,None
483187,2,None
483187,3,None
483188,1,Manslaughter or homicide
483188,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483189,1,None
483189,2,None
483189,3,None
483190,1,None
483190,2,None
483191,1,Manslaughter or homicide
483191,2,None
483191,3,None
483192,1,None
483192,2,None
483192,3,None
483193,1,"Lane violations, generally"
483193,1,Other driver license violations
483193,2,None
483194,1,None
483195,1,None
483196,1,None
483197,1,None
483197,2,None
483197,3,None
483198,1,None
483199,1,None
483200,1,None
483201,1,None
483201,2,None
483202,1,None
483203,1,None
483204,1,None
483205,1,None
483206,1,None
483206,2,None
483207,1,None
483208,1,None
483208,2,None
483209,1,"Speed related violations, generally"
483209,2,None
483211,1,None
483211,2,
483212,1,None
483213,1,None
483214,1,None
483214,2,None
483215,1,None
483215,2,None
483215,3,None
483216,1,None
483216,2,None
483217,1,Manslaughter or homicide
483217,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483218,1,None
483219,1,None
483220,1,None
483220,2,None
483221,1,None
483221,2,None
483221,3,None
483222,1,None
483222,2,None
483223,1,None
483224,1,None
483226,1,None
483226,2,None
483227,1,None
483228,1,Manslaughter or homicide
483228,1,Willful reckless driving; driving to endanger; negligent driving
483228,2,None
483229,1,Driving uninsured vehicle
483229,1,Failure to require restraint use (by self or passengers)
483229,1,Manslaughter or homicide
483229,1,Willful reckless driving; driving to endanger; negligent driving
483229,1,Other driver license violations
483230,1,None
483230,2,None
483231,1,None
483231,2,None
483232,1,None
483233,1,None
483234,1,None
483234,2,None
483235,1,None
483236,1,None
483236,2,None
483237,1,None
483237,2,None
483238,1,None
483239,1,None
483239,2,None
483239,3,None
483239,4,None
483240,1,Manslaughter or homicide
483240,1,Willful reckless driving; driving to endanger; negligent driving
483240,2,None
483241,1,None
483241,2,None
483243,1,None
483244,1,None
483244,2,None
483245,1,Manslaughter or homicide
483245,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483245,2,None
483245,3,None
483245,4,None
483245,5,None
483246,1,"Driving where prohibited (sidewalk, limited access, off truck route)"
483246,2,None
483248,1,None
483249,1,None
483249,2,None
483249,3,None
483250,1,None
483251,1,None
483252,1,None
483253,1,None
483254,1,None
483254,2,
483255,1,None
483256,1,None
483257,1,None
483258,1,Manslaughter or homicide
483258,1,Willful reckless driving; driving to endanger; negligent driving
483258,2,None
483259,1,None
483259,2,None
483260,1,None
483261,1,Fail to yield generally
483261,2,None
483261,3,None
483262,1,Manslaughter or homicide
483262,2,None
483263,1,None
483263,2,None
483264,1,None
483264,2,None
483265,1,None
483266,1,None
483267,1,None
483267,2,None
483268,1,None
483269,1,None
483270,1,None
483270,2,None
483271,1,None
483272,1,None
483272,2,None
483272,3,None
483273,1,None
483274,1,None
483275,1,None
483275,2,None
483276,1,None
483276,2,None
483277,1,None
483277,2,None
483277,3,None
483278,1,None
483278,2,None
483279,1,None
483279,2,None
483280,1,None
483280,2,None
483281,1,None
483282,1,None
483282,2,None
483283,1,None
483284,1,None
483285,1,None
483285,2,None
483286,1,"Fail to give aid, info., wait for police after crash"
483286,2,None
483287,1,None
483288,1,None
483289,1,None
483290,1,None
483291,1,None
483292,1,None
483292,2,None
483293,1,None
483293,2,None
483294,1,None
483295,1,None
483295,2,None
483296,1,None
483296,2,None
483296,3,None
483297,1,None
483298,1,None
483299,1,Fail to obey traffic control device
483299,2,None
483300,1,None
483301,1,None
483301,2,None
483302,1,None
483302,2,None
483303,1,None
483303,2,None
483303,3,None
483304,1,None
483305,1,None
483305,2,None
483306,1,Serious violation resulting in death
483307,1,None
483308,1,Manslaughter or homicide
483308,2,None
483309,1,None
483310,1,None
483311,1,None
483312,1,Manslaughter or homicide
483312,1,Willful reckless driving; driving to endanger; negligent driving
483312,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483313,1,Serious violation resulting in death
483313,2,
483314,1,None
483314,2,None
483314,3,None
483315,1,None
483317,1,None
483317,2,None
483318,1,None
483319,1,None
483319,2,None
483320,1,None
483320,2,Other driver license violations
483321,1,None
483322,1,None
483322,2,None
483323,1,"Hit-and-run, fail to stop after crash"
483323,1,Serious violation resulting in death
483323,2,None
483324,1,Fail to yield generally
483324,2,None
483325,1,None
483326,1,None
483326,2,None
483326,3,None
483326,4,None
483326,5,None
483326,6,None
483327,1,None
483328,1,None
483328,2,None
483329,1,None
483330,1,None
483330,2,None
483331,1,Manslaughter or homicide
483331,2,
483332,1,None
483333,1,"Turn, yield, signaling violations generally"
483333,2,None
483334,1,None
483335,1,None
483335,2,None
483336,1,None
483336,2,None
483337,1,None
483337,2,Fail to yield generally
483338,1,None
483339,1,None
483340,1,None
483341,1,None
483342,1,None
483343,1,None
483343,2,None
483344,1,None
483345,1,None
483345,2,None
483346,1,"Lane violations, generally"
483346,2,None
483347,1,None
483348,1,None
483348,2,None
483349,1,None
483350,1,None
483351,1,None
483352,1,None
483354,1,None
483355,1,None
483355,2,None
483356,1,None
483357,1,None
483357,2,None
483358,1,None
483359,1,None
483359,2,None
483360,1,None
483361,1,Manslaughter or homicide
483361,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483361,2,None
483362,1,None
483363,1,None
483364,1,None
483365,1,None
483366,1,None
483366,2,None
483367,1,None
483368,1,None
483369,1,None
483370,1,None
483370,2,None
483371,1,None
483372,1,None
483372,2,None
483373,1,Manslaughter or homicide
483373,1,"Unsafe reckless (not willful, wanton reckless) driving"
483373,2,None
483375,1,None
483376,1,None
483377,1,None
483377,2,None
483378,1,Fail to yield generally
483378,2,None
483379,1,None
483380,1,None
483381,1,None
483382,1,None
483382,2,None
483383,1,Other driver license violations
483384,1,None
483386,1,None
483386,2,None
483387,1,None
483388,1,None
483389,1,None
483390,1,None
483391,1,None
483393,1,None
483394,1,None
483395,1,Serious violation resulting in death
483396,1,Other driver license violations
483396,1,Driving uninsured vehicle
483397,1,Serious violation resulting in death
483398,1,None
483399,1,None
483400,1,None
483400,2,None
483400,3,None
483401,1,None
483401,2,None
483402,1,None
483403,1,None
483403,2,None
483404,1,None
483404,2,Driving uninsured vehicle
483405,1,None
483407,1,None
483408,1,None
483408,2,None
483409,1,None
483410,1,None
483411,1,None
483411,2,None
483412,1,None
483413,1,None
483413,2,None
483415,1,Other driver license violations
483415,1,Driving uninsured vehicle
483416,1,Manslaughter or homicide
483416,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483416,2,None
483417,1,None
483417,2,None
483418,1,None
483419,1,None
483420,1,None
483421,1,None
483421,2,None
483421,3,None
483422,1,None
483423,1,None
483423,2,None
483424,1,None
483425,1,None
483425,2,None
483426,1,None
483426,2,None
483427,1,None
483428,1,Vehicle registration violations
483428,1,Driving uninsured vehicle
483428,2,Driving uninsured vehicle
483429,1,Serious violation resulting in death
483430,1,None
483431,1,None
483432,1,None
483433,1,None
483433,2,None
483434,1,Willful reckless driving; driving to endanger; negligent driving
483434,1,"Hit-and-run, fail to stop after crash"
483434,1,Serious violation resulting in death
483434,2,
483435,1,Fail to yield generally
483435,2,None
483436,1,None
483438,1,None
483438,2,None
483439,1,None
483439,2,None
483440,1,None
483441,1,None
483442,1,None
483442,2,None
483443,1,None
483443,2,None
483444,1,None
483445,1,Manslaughter or homicide
483445,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483445,2,None
483446,1,Fail to obey traffic control device
483446,1,Other driver license violations
483446,2,None
483447,1,None
483447,2,Other driver license violations
483448,1,None
483449,1,None
483449,2,None
483450,1,None
483451,1,None
483452,1,None
483453,1,None
483454,1,None
483454,2,None
483454,3,None
483454,4,None
483455,1,None
483455,2,None
483455,3,None
483456,1,Fail to yield generally
483456,2,None
483457,1,None
483457,2,None
483458,1,Speed greater than reasonable & prudent (not necessarily over the limit)
483459,1,None
483460,1,None
483460,2,
483461,1,None
483461,2,None
483462,1,None
483462,2,None
483463,1,None
483464,1,Manslaughter or homicide
483465,1,None
483465,2,None
483466,1,None
483467,1,None
483467,2,None
483467,3,None
483467,4,None
483468,1,None
483468,2,None
483468,3,None
483469,1,Manslaughter or homicide
483469,1,Willful reckless driving; driving to endanger; negligent driving
483469,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483469,2,None
483470,1,None
483470,2,None
483471,1,None
483472,1,None
483473,1,Serious violation resulting in death
483473,2,None
483474,1,None
483474,2,None
483475,1,None
483476,1,None
483477,1,None
483478,1,None
483479,1,None
483480,1,None
483480,2,None
483480,3,None
483481,1,None
483482,1,None
483483,1,None
483484,1,None
483485,1,None
483486,1,None
483486,2,None
483487,1,None
483488,1,None
483489,1,None
483491,1,None
483492,1,None
483493,1,None
483494,1,None
483495,1,Manslaughter or homicide
483495,1,Serious violation resulting in death
483495,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483496,1,None
483496,2,None
483497,1,None
483497,2,None
483498,1,None
483499,1,"Lane violations, generally"
483500,1,None
483501,1,None
483502,1,None
483503,1,None
483503,2,Manslaughter or homicide
483504,1,None
483504,2,None
483504,3,None
483505,1,Serious violation resulting in death
483505,2,None
483507,1,Manslaughter or homicide
483508,1,None
483509,1,None
483509,2,None
483509,3,None
483510,1,Driving uninsured vehicle
483510,1,Other driver license violations
483511,1,None
483511,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483512,1,"Hit-and-run, fail to stop after crash"
483513,1,None
483513,2,None
483513,3,None
483514,1,None
483514,2,None
483515,1,None
483515,2,None
483516,1,None
483517,1,Manslaughter or homicide
483517,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483517,2,None
483518,1,None
483518,2,None
483519,1,None
483519,2,None
483520,1,Fail to yield generally
483520,2,None
483521,1,
483521,2,None
483521,3,None
483521,4,None
483522,1,None
483523,1,None
483524,1,None
483524,2,None
483525,1,"Hit-and-run, fail to stop after crash"
483526,1,None
483527,1,None
483527,2,None
483527,3,None
483528,1,None
483529,1,None
483530,1,None
483530,2,None
483531,1,None
483531,2,None
483532,1,Manslaughter or homicide
483532,1,Willful reckless driving; driving to endanger; negligent driving
483532,3,None
483533,1,None
483534,1,None
483535,1,None
483536,1,None
483537,1,Manslaughter or homicide
483537,1,"Hit-and-run, fail to stop after crash"
483537,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483537,2,None
483538,1,None
483539,1,None
483539,2,None
483539,3,None
483540,1,None
483541,1,None
483542,1,None
483543,1,None
483544,1,Speed greater than reasonable & prudent (not necessarily over the limit)
483544,2,"Speed related violations, generally"
483544,3,None
483544,4,None
483545,1,Manslaughter or homicide
483545,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483545,2,None
483545,3,None
483545,4,None
483545,5,None
483546,1,None
483546,2,None
483547,1,Fail to obey traffic control device
483547,2,None
483548,1,None
483548,2,None
483549,1,None
483550,1,None
483550,2,
483551,1,None
483551,2,None
483552,1,None
483553,1,None
483554,1,Fail to yield generally
483554,2,None
483555,1,None
483556,1,None
483556,2,None
483557,1,None
483557,2,None
483558,1,None
483558,2,None
483559,1,None
483560,1,None
483560,2,None
483561,1,None
483561,2,None
483562,1,None
483563,1,None
483563,2,None
483563,3,None
483564,1,None
483565,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483565,1,Manslaughter or homicide
483565,2,None
483566,1,None
483567,1,None
483568,1,None
483569,1,None
483570,1,Serious violation resulting in death
483571,1,None
483571,2,None
483572,1,Manslaughter or homicide
483572,1,Willful reckless driving; driving to endanger; negligent driving
483572,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483572,2,None
483572,3,None
483573,1,None
483573,2,None
483574,1,None
483574,2,Driving uninsured vehicle
483575,1,None
483576,1,None
483577,1,None
483577,2,None
483578,1,Non-moving violations generally
483578,1,Fail to yield generally
483578,2,None
483579,1,Other driver license violations
483579,1,Driving uninsured vehicle
483580,1,None
483580,2,None
483580,3,None
483581,1,None
483582,1,None
483582,2,None
483583,1,None
483583,2,None
483584,1,None
483585,1,"Hit-and-run, fail to stop after crash"
483585,1,Serious violation resulting in death
483586,1,"Speed related violations, generally"
483586,1,Vehicle registration violations
483586,1,Driving uninsured vehicle
483586,1,Manslaughter or homicide
483586,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483586,2,None
483587,1,Serious violation resulting in death
483588,1,None
483589,1,None
483590,1,Manslaughter or homicide
483590,1,Willful reckless driving; driving to endanger; negligent driving
483590,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483590,2,None
483591,1,None
483592,1,None
483593,1,None
483593,2,None
483593,3,None
483594,1,None
483595,1,None
483596,1,"Lane violations, generally"
483597,1,None
483598,1,None
483598,2,None
483599,1,"Hit-and-run, fail to stop after crash"
483600,1,None
483600,2,None
483601,1,None
483602,1,Serious violation resulting in death
483602,2,Serious violation resulting in death
483603,1,None
483603,2,None
483604,1,None
483605,1,"Hit-and-run, fail to stop after crash"
483605,1,Serious violation resulting in death
483606,1,None
483607,1,"Improper, unsafe passing"
483607,2,None
483608,1,None
483609,1,None
483610,1,None
483611,1,None
483611,2,Fail to stop for red signal
483611,3,None
483611,4,None
483612,1,None
483613,1,None
483613,2,None
483613,3,None
483614,1,None
483614,2,None
483615,1,None
483616,1,"Hit-and-run, fail to stop after crash"
483617,1,None
483617,2,None
483618,1,None
483618,2,None
483619,1,None
483619,2,None
483619,3,None
483619,4,None
483619,5,None
483620,1,None
483620,2,None
483621,1,Fail to yield generally
483621,1,Other driver license violations
483621,2,None
483622,1,Manslaughter or homicide
483622,1,Willful reckless driving; driving to endanger; negligent driving
483622,1,Racing
483622,2,None
483623,1,None
483624,1,None
483625,1,None
483626,1,None
483627,1,None
483627,2,
483628,1,None
483629,1,None
483629,2,None
483630,1,None
483630,2,None
483631,1,Manslaughter or homicide
483631,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483631,1,"Driving on left, wrong side of road, generally"
483631,2,None
483632,1,None
483632,2,
483633,1,None
483633,2,None
483634,1,Manslaughter or homicide
483634,1,Willful reckless driving; driving to endanger; negligent driving
483634,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483634,2,None
483635,1,Fail to yield generally
483635,2,None
483636,1,None
483636,2,None
483637,1,Manslaughter or homicide
483637,2,None
483637,3,None
483637,4,None
483637,5,None
483638,1,None
483639,1,None
483639,2,None
483640,1,None
483640,2,Driving uninsured vehicle
483641,1,None
483642,1,None
483643,1,None
483643,2,None
483643,3,None
483643,4,None
483644,1,None
483645,1,Manslaughter or homicide
483645,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483647,1,Other driver license violations
483647,2,None
483648,1,None
483648,2,None
483649,1,None
483649,2,None
483650,1,"Turn, yield, signaling violations generally"
483650,1,Other driver license violations
483650,2,None
483651,1,None
483651,2,None
483652,1,None
483652,2,None
483653,1,None
483653,2,None
483654,1,None
483655,1,Vehicle registration violations
483656,1,None
483657,1,None
483657,2,None
483658,1,None
483658,2,None
483658,3,None
483659,1,None
483660,1,None
483660,2,None
483661,1,None
483661,2,None
483662,1,None
483663,1,None
483663,2,None
483664,1,None
483664,2,None
483665,1,None
483665,2,None
483666,1,None
483666,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483667,1,None
483667,2,None
483668,1,None
483669,1,None
483670,1,None
483670,2,None
483671,1,None
483671,2,None
483672,1,None
483672,2,None
483673,1,None
483673,2,None
483674,1,None
483675,1,Manslaughter or homicide
483675,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483676,1,"Lane violations, generally"
483676,2,None
483676,3,None
483677,1,None
483677,2,None
483677,3,None
483677,4,None
483678,1,None
483679,1,None
483680,1,None
483680,2,None
483682,1,"Hit-and-run, fail to stop after crash"
483682,1,Serious violation resulting in death
483682,1,Fail to yield generally
483682,1,Other driver license violations
483683,1,None
483683,2,None
483684,1,None
483684,2,None
483685,1,None
483686,1,None
483687,1,None
483688,1,None
483689,1,None
483690,1,None
483690,2,None
483691,1,None
483691,2,None
483692,1,None
483693,1,None
483694,1,None
483695,1,None
483696,1,None
483696,2,None
483696,3,None
483697,1,Manslaughter or homicide
483697,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483698,1,None
483699,1,Fail to stop for red signal
483699,2,None
483700,1,None
483701,1,None
483702,1,None
483702,2,None
483702,3,None
483703,1,None
483704,1,None
483705,1,None
483705,2,None
483705,3,None
483706,1,None
483706,2,None
483707,1,None
483707,2,None
483708,1,Manslaughter or homicide
483708,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483708,2,None
483709,1,None
483709,2,None
483710,1,None
483711,1,None
483712,1,None
483713,1,None
483713,2,None
483714,1,None
483715,1,Other driver license violations
483715,1,Driving uninsured vehicle
483716,1,None
483716,2,None
483717,1,None
483717,2,None
483717,3,None
483718,1,None
483718,2,None
483720,1,None
483721,1,None
483722,1,None
483723,1,None
483723,2,None
483724,1,None
483724,2,None
483725,1,None
483725,2,None
483726,1,None
483727,1,None
483728,1,None
483729,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483729,1,Manslaughter or homicide
483729,1,"Fail to give aid, info., wait for police after crash"
483730,1,None
483730,2,None
483730,3,None
483731,1,None
483732,1,None
483733,1,None
483734,1,None
483735,1,Driving uninsured vehicle
483736,1,None
483736,2,None
483738,1,Manslaughter or homicide
483738,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483738,2,None
483739,1,None
483740,1,None
483740,2,None
483741,1,None
483741,2,None
483742,1,None
483743,1,None
483743,2,None
483743,3,None
483744,1,None
483744,2,None
483745,1,None
483745,2,None
483745,3,None
483747,1,Other driver license violations
483747,1,Vehicle registration violations
483748,1,None
483749,1,None
483750,1,None
483751,1,Fail to yield generally
483751,2,None
483752,1,None
483752,2,None
483753,1,Manslaughter or homicide
483753,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483753,2,None
483754,1,
483755,1,None
483756,1,None
483756,2,None
483757,1,None
483757,2,None
483758,1,None
483759,1,None
483759,2,None
483759,3,None
483760,1,None
483761,1,None
483761,2,None
483762,1,None
483763,1,None
483763,2,None
483764,1,None
483765,1,None
483766,1,None
483767,1,None
483768,1,None
483768,2,None
483769,1,Serious violation resulting in death
483770,1,None
483770,2,None
483771,1,None
483772,1,None
483772,2,None
483773,1,None
483773,2,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
483773,2,Failure to require restraint use (by self or passengers)
483774,1,None
483775,1,None
483776,1,None
483777,1,None
483778,1,Manslaughter or homicide
483778,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483778,2,None
483779,1,None
483779,2,None
483780,1,None
483781,1,None
483781,2,None
483782,1,None
483782,2,None
483783,1,None
483783,2,None
483784,1,None
483785,1,Driving uninsured vehicle
483786,1,None
483787,1,Other driver license violations
483787,1,Driving uninsured vehicle
483788,1,None
483789,1,None
483789,2,None
483790,1,None
483790,2,None
483791,1,Speed greater than reasonable & prudent (not necessarily over the limit)
483792,1,None
483793,1,None
483794,1,None
483795,1,None
483796,1,None
483797,1,None
483798,1,None
483798,2,None
483799,1,None
483799,2,None
483800,1,None
483801,1,None
483802,1,Fail to yield generally
483802,2,None
483803,1,"Wrong side, passing, following violations, generally"
483803,1,Other driver license violations
483803,1,Manslaughter or homicide
483803,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483803,2,None
483804,1,None
483805,1,None
483806,1,None
483807,1,None
483807,2,None
483808,1,None
483808,2,None
483809,1,None
483810,1,None
483811,1,None
483811,2,None
483812,1,Vehicle registration violations
483813,1,None
483814,1,None
483814,2,None
483815,1,None
483815,2,None
483816,1,None
483816,2,None
483817,1,None
483817,2,None
483818,1,None
483819,1,Manslaughter or homicide
483819,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
483819,2,None
483820,1,None
483821,1,None
483822,1,None
483823,1,None
483824,1,Illegal possession of alcohol or drugs
483825,1,None
